HITId	HITTypeId	Title	Description	Keywords	Reward	CreationTime	MaxAssignments	RequesterAnnotation	AssignmentDurationInSeconds	AutoApprovalDelayInSeconds	Expiration	NumberOfSimilarHITs	LifetimeInSeconds	AssignmentId	WorkerId	AssignmentStatus	AcceptTime	SubmitTime	AutoApprovalTime	ApprovalTime	RejectionTime	RequesterFeedback	WorkTimeInSeconds	LifetimeApprovalRate	Last30DaysApprovalRate	Last7DaysApprovalRate	Input.globalindex	Input.lemma	Input.lemmaindex	Input.lleftcontext	Input.lheadword	Input.lrightcontext	Input.gs_expert	Answer.Category	Approve	Reject
2H9YNJ92NJKMNWYL18LH2W2H2GOC7G	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:34 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:34 GMT 2012			23QMNCWYB49FWJFRZCS1NONT4GARNS	A1C0X3AM7X75R9	Submitted	Tue Apr 03 12:58:55 GMT 2012	Tue Apr 03 12:59:05 GMT 2012	Sun Apr 08 05:59:05 PDT 2012				10	0% (0/0)	0% (0/0)	0% (0/0)	312	London	41	The talk contains the following compelling and reassuring passage&#44about a transport helicopter pilot&#44who came up on the radio volunteering to go pick up a fighter pilot shot down over a heavy concentration of Iraqi troops : &#34 You need to remember a Chinook is about the size of a double-decker	London	bus with props&#44and it does n't have guns .	DOT	Category1		
2H9YNJ92NJKMNWYL18LH2W2H2GOC7G	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:34 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:34 GMT 2012			2FFQYN5F3Q0J3WGX423W2B4AQLCEAB	A2BLGVW3OGZJVU	Submitted	Tue Apr 03 15:22:39 GMT 2012	Tue Apr 03 15:22:43 GMT 2012	Sun Apr 08 08:22:43 PDT 2012				4	0% (0/0)	0% (0/0)	0% (0/0)	312	London	41	The talk contains the following compelling and reassuring passage&#44about a transport helicopter pilot&#44who came up on the radio volunteering to go pick up a fighter pilot shot down over a heavy concentration of Iraqi troops : &#34 You need to remember a Chinook is about the size of a double-decker	London	bus with props&#44and it does n't have guns .	DOT	Categpory2		
2H9YNJ92NJKMNWYL18LH2W2H2GOC7G	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:34 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:34 GMT 2012			2R08MQU6L5OBI3509CO4EIJGISXWDU	A1LRRDBA84ITCJ	Submitted	Tue Apr 03 13:52:30 GMT 2012	Tue Apr 03 13:52:44 GMT 2012	Sun Apr 08 06:52:44 PDT 2012				14	0% (0/0)	0% (0/0)	0% (0/0)	312	London	41	The talk contains the following compelling and reassuring passage&#44about a transport helicopter pilot&#44who came up on the radio volunteering to go pick up a fighter pilot shot down over a heavy concentration of Iraqi troops : &#34 You need to remember a Chinook is about the size of a double-decker	London	bus with props&#44and it does n't have guns .	DOT	Category1		
2FNPQJQ9OPLLK3UT46OGCKCP8CA1Z7	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:34 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:34 GMT 2012			2BDY58B727M0572JZSS62FSWQG2AV0	A1LRRDBA84ITCJ	Submitted	Tue Apr 03 14:11:36 GMT 2012	Tue Apr 03 14:11:48 GMT 2012	Sun Apr 08 07:11:48 PDT 2012				12	0% (0/0)	0% (0/0)	0% (0/0)	313	Afghanistan	41	He returned to	Afghanistan	0	LOC	Category1		
2FNPQJQ9OPLLK3UT46OGCKCP8CA1Z7	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:34 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:34 GMT 2012			2YP7H57DZKPF1V1FVW4M65L9TKE2C4	AZQZ31OWH88HI	Submitted	Tue Apr 03 12:44:13 GMT 2012	Tue Apr 03 12:44:18 GMT 2012	Sun Apr 08 05:44:18 PDT 2012				5	0% (0/0)	0% (0/0)	0% (0/0)	313	Afghanistan	41	He returned to	Afghanistan	0	LOC	Category1		
2FNPQJQ9OPLLK3UT46OGCKCP8CA1Z7	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:34 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:34 GMT 2012			2YVW5XH0JPPS5T7XW4CST75LWX0FLK	A1C0X3AM7X75R9	Submitted	Tue Apr 03 12:59:52 GMT 2012	Tue Apr 03 12:59:57 GMT 2012	Sun Apr 08 05:59:57 PDT 2012				5	0% (0/0)	0% (0/0)	0% (0/0)	313	Afghanistan	41	He returned to	Afghanistan	0	LOC	Category1		
2WIOHOVR14IX7FPKRH8EGWA76UC67H	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:34 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:34 GMT 2012			262VKI62NJQ2OYPYROHHABKMN7WLTO	A2T5CROJ0FWIJY	Submitted	Tue Apr 03 15:12:26 GMT 2012	Tue Apr 03 15:12:39 GMT 2012	Sun Apr 08 08:12:39 PDT 2012				13	0% (0/0)	0% (0/0)	0% (0/0)	314	Africa	41	Dear	Africa	&#44 Sorry !	ORG	Category4		
2WIOHOVR14IX7FPKRH8EGWA76UC67H	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:34 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:34 GMT 2012			29PR24SMEZZ2997L5OL8T9Y4J4QJ22	A1LRRDBA84ITCJ	Submitted	Tue Apr 03 13:01:43 GMT 2012	Tue Apr 03 13:01:56 GMT 2012	Sun Apr 08 06:01:56 PDT 2012				13	0% (0/0)	0% (0/0)	0% (0/0)	314	Africa	41	Dear	Africa	&#44 Sorry !	ORG	Categpory2		
2WIOHOVR14IX7FPKRH8EGWA76UC67H	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:34 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:34 GMT 2012			2HIEOZFYQS1CFK9NXCIDW4IDCPRLIG	A1C0X3AM7X75R9	Submitted	Tue Apr 03 12:56:50 GMT 2012	Tue Apr 03 12:57:01 GMT 2012	Sun Apr 08 05:57:01 PDT 2012				11	0% (0/0)	0% (0/0)	0% (0/0)	314	Africa	41	Dear	Africa	&#44 Sorry !	ORG	Category3		
2H6UQIHPCGJ20TONLBWXL0JQYJX71L	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:34 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:34 GMT 2012			23DB3L0FBJ9IB26D165VI5RQ2E0YMO	A1BHMDRWW9ZYSO	Submitted	Tue Apr 03 14:50:03 GMT 2012	Tue Apr 03 14:50:09 GMT 2012	Sun Apr 08 07:50:09 PDT 2012				6	0% (0/0)	0% (0/0)	0% (0/0)	315	America	41	Eszterhas is	America	's most famous--or rather&#44notorious--screenwriter .	ORG	Categpory2		
2H6UQIHPCGJ20TONLBWXL0JQYJX71L	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:34 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:34 GMT 2012			2E70OHOVR14IKBB13OTHICWBH9965Y	A1C0X3AM7X75R9	Submitted	Tue Apr 03 14:00:40 GMT 2012	Tue Apr 03 14:00:49 GMT 2012	Sun Apr 08 07:00:49 PDT 2012				9	0% (0/0)	0% (0/0)	0% (0/0)	315	America	41	Eszterhas is	America	's most famous--or rather&#44notorious--screenwriter .	ORG	Categpory2		
2H6UQIHPCGJ20TONLBWXL0JQYJX71L	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:34 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:34 GMT 2012			2P30HFL42J1LLWVAPHYM4IGGVTJM16	A1LRRDBA84ITCJ	Submitted	Tue Apr 03 14:09:02 GMT 2012	Tue Apr 03 14:09:19 GMT 2012	Sun Apr 08 07:09:19 PDT 2012				17	0% (0/0)	0% (0/0)	0% (0/0)	315	America	41	Eszterhas is	America	's most famous--or rather&#44notorious--screenwriter .	ORG	Category1		
23I5BMJTUHYWP7GOR617W5WNAXOHM5	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:34 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:34 GMT 2012			2CXL8I9NZW6H1QTNWJHWBT87KRPVLP	A3UX2FXA3NMJCS	Submitted	Tue Apr 03 13:12:54 GMT 2012	Tue Apr 03 13:13:37 GMT 2012	Sun Apr 08 06:13:37 PDT 2012				43	0% (0/0)	0% (0/0)	0% (0/0)	316	China	41	Top priority was now assigned to the modernization of	China	s underdeveloped economy .	ORG	Category1		
23I5BMJTUHYWP7GOR617W5WNAXOHM5	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:34 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:34 GMT 2012			2R9RRLFQ0ONNII402WF9IGRCIHERIA	A1C0X3AM7X75R9	Submitted	Tue Apr 03 12:50:08 GMT 2012	Tue Apr 03 12:50:25 GMT 2012	Sun Apr 08 05:50:25 PDT 2012				17	0% (0/0)	0% (0/0)	0% (0/0)	316	China	41	Top priority was now assigned to the modernization of	China	s underdeveloped economy .	ORG	Category3		
23I5BMJTUHYWP7GOR617W5WNAXOHM5	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:34 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:34 GMT 2012			2SUKYEPLSP757C95EYUOEHQF16GWQR	A1LRRDBA84ITCJ	Submitted	Tue Apr 03 13:16:31 GMT 2012	Tue Apr 03 13:16:42 GMT 2012	Sun Apr 08 06:16:42 PDT 2012				11	0% (0/0)	0% (0/0)	0% (0/0)	316	China	41	Top priority was now assigned to the modernization of	China	s underdeveloped economy .	ORG	Categpory2		
2WLQ0JG5TYMNZNLAMO69WSSI6SGKG4	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:34 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:34 GMT 2012			2M70CP5KXPTIA95WGVVPQ7NZHI8ZYW	A2T5CROJ0FWIJY	Submitted	Tue Apr 03 13:52:47 GMT 2012	Tue Apr 03 13:52:52 GMT 2012	Sun Apr 08 06:52:52 PDT 2012				5	0% (0/0)	0% (0/0)	0% (0/0)	317	Germany	41	The coup lasted only five days&#44but set the tone for	Germany	s fragile experiment in parliamentary democracy .	ORG	Categpory2		
2WLQ0JG5TYMNZNLAMO69WSSI6SGKG4	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:34 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:34 GMT 2012			2X9MVHVKCJ01OBP6MYY9OQW7CJK57L	A1LRRDBA84ITCJ	Submitted	Tue Apr 03 13:14:20 GMT 2012	Tue Apr 03 13:14:31 GMT 2012	Sun Apr 08 06:14:31 PDT 2012				11	0% (0/0)	0% (0/0)	0% (0/0)	317	Germany	41	The coup lasted only five days&#44but set the tone for	Germany	s fragile experiment in parliamentary democracy .	ORG	Categpory2		
2WLQ0JG5TYMNZNLAMO69WSSI6SGKG4	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:34 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:34 GMT 2012			2Y7XRDS4IC1EL4AW1UD15A2J6ADZW2	A1C0X3AM7X75R9	Submitted	Tue Apr 03 14:28:44 GMT 2012	Tue Apr 03 14:28:51 GMT 2012	Sun Apr 08 07:28:51 PDT 2012				7	0% (0/0)	0% (0/0)	0% (0/0)	317	Germany	41	The coup lasted only five days&#44but set the tone for	Germany	s fragile experiment in parliamentary democracy .	ORG	Categpory2		
2VHZ2MIKMN9UVGWXLNKW0XI41LD9QU	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:34 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:34 GMT 2012			2BI6SVQ8H88MDLTKN32VGI1S89FP68	A2T5CROJ0FWIJY	Submitted	Tue Apr 03 14:39:27 GMT 2012	Tue Apr 03 14:39:37 GMT 2012	Sun Apr 08 07:39:37 PDT 2012				10	0% (0/0)	0% (0/0)	0% (0/0)	318	America	42	The former is noir camp&#44another acid- and amphetamine-soaked foray into Oliver Stone 's	America	&#44 full of pixilated brutality and meaningless montage ( fractured zooms&#44black-and-white scudding clouds&#44close-ups of carrion and stuffed mountain lions ) .	DOT	Category3		
2VHZ2MIKMN9UVGWXLNKW0XI41LD9QU	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:34 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:34 GMT 2012			2JUNJKM05BMJGL4XEH7TT9RBI4ACHC	AWRAXV1RIYR0M	Submitted	Tue Apr 03 13:57:20 GMT 2012	Tue Apr 03 13:57:26 GMT 2012	Sun Apr 08 06:57:26 PDT 2012				6	0% (0/0)	0% (0/0)	0% (0/0)	318	America	42	The former is noir camp&#44another acid- and amphetamine-soaked foray into Oliver Stone 's	America	&#44 full of pixilated brutality and meaningless montage ( fractured zooms&#44black-and-white scudding clouds&#44close-ups of carrion and stuffed mountain lions ) .	DOT	Categpory2		
2VHZ2MIKMN9UVGWXLNKW0XI41LD9QU	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:34 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:34 GMT 2012			2LW9F9SSSHX1OABMA8WH9F8KFZJUYQ	A1LRRDBA84ITCJ	Submitted	Tue Apr 03 13:06:50 GMT 2012	Tue Apr 03 13:07:01 GMT 2012	Sun Apr 08 06:07:01 PDT 2012				11	0% (0/0)	0% (0/0)	0% (0/0)	318	America	42	The former is noir camp&#44another acid- and amphetamine-soaked foray into Oliver Stone 's	America	&#44 full of pixilated brutality and meaningless montage ( fractured zooms&#44black-and-white scudding clouds&#44close-ups of carrion and stuffed mountain lions ) .	DOT	Categpory2		
26YSNTL0XULR3EGA1IDMHX5GYY2N1C	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:34 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:34 GMT 2012			258ULF395SW6A7OEAIEYRJBZQDPRDT	A1BHMDRWW9ZYSO	Submitted	Tue Apr 03 14:32:28 GMT 2012	Tue Apr 03 14:32:35 GMT 2012	Sun Apr 08 07:32:35 PDT 2012				7	0% (0/0)	0% (0/0)	0% (0/0)	319	China	42	One of the darker attractions is the Exhibition Hall for the Ruins of the Japanese Troops Invading	China	&#44 site of a secret biological warfare center set up by the occupying Japanese forces in 1939 .	DOT	Category1		
26YSNTL0XULR3EGA1IDMHX5GYY2N1C	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:34 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:34 GMT 2012			2K49KSSZVXX2DVSTCZHO2GNJ7CJM47	A1LRRDBA84ITCJ	Submitted	Tue Apr 03 13:12:30 GMT 2012	Tue Apr 03 13:12:49 GMT 2012	Sun Apr 08 06:12:49 PDT 2012				19	0% (0/0)	0% (0/0)	0% (0/0)	319	China	42	One of the darker attractions is the Exhibition Hall for the Ruins of the Japanese Troops Invading	China	&#44 site of a secret biological warfare center set up by the occupying Japanese forces in 1939 .	DOT	Category1		
26YSNTL0XULR3EGA1IDMHX5GYY2N1C	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:34 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:34 GMT 2012			2LFVP3TVOK5U2AS0GMHESZFZ14C25I	A1C0X3AM7X75R9	Submitted	Tue Apr 03 14:31:23 GMT 2012	Tue Apr 03 14:31:33 GMT 2012	Sun Apr 08 07:31:33 PDT 2012				10	0% (0/0)	0% (0/0)	0% (0/0)	319	China	42	One of the darker attractions is the Exhibition Hall for the Ruins of the Japanese Troops Invading	China	&#44 site of a secret biological warfare center set up by the occupying Japanese forces in 1939 .	DOT	Category1		
2Y9RLFQ0ONNVE8OJZ30EKRB8FE9JSN	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:34 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:34 GMT 2012			21ALKH1Q6SVQV8V745L6P5OC6ORK12	AWRAXV1RIYR0M	Submitted	Tue Apr 03 14:19:34 GMT 2012	Tue Apr 03 14:19:39 GMT 2012	Sun Apr 08 07:19:39 PDT 2012				5	0% (0/0)	0% (0/0)	0% (0/0)	320	Afghanistan	42	Shehhi left for	Afghanistan	around the same time ; Binalshibh&#44about two weeks later .	LOC	Category1		
2Y9RLFQ0ONNVE8OJZ30EKRB8FE9JSN	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:34 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:34 GMT 2012			2R5M25L8I9NZJX4DHLFE8QW84KCSIG	A1C0X3AM7X75R9	Submitted	Tue Apr 03 14:03:16 GMT 2012	Tue Apr 03 14:03:23 GMT 2012	Sun Apr 08 07:03:23 PDT 2012				7	0% (0/0)	0% (0/0)	0% (0/0)	320	Afghanistan	42	Shehhi left for	Afghanistan	around the same time ; Binalshibh&#44about two weeks later .	LOC	Category1		
2Y9RLFQ0ONNVE8OJZ30EKRB8FE9JSN	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:34 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:34 GMT 2012			2YP7H57DZKPF1V1FVW4M65L9TLQC2S	A1LRRDBA84ITCJ	Submitted	Tue Apr 03 13:47:49 GMT 2012	Tue Apr 03 13:48:07 GMT 2012	Sun Apr 08 06:48:07 PDT 2012				18	0% (0/0)	0% (0/0)	0% (0/0)	320	Afghanistan	42	Shehhi left for	Afghanistan	around the same time ; Binalshibh&#44about two weeks later .	LOC	Category1		
2XCLF395SW6N3S2RL2PNNBYGA6DSEB	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:34 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:34 GMT 2012			2GYRLPHIT3HVJ1IJ0LTNNQ22IE3IA8	A1LRRDBA84ITCJ	Submitted	Tue Apr 03 13:53:15 GMT 2012	Tue Apr 03 13:53:29 GMT 2012	Sun Apr 08 06:53:29 PDT 2012				14	0% (0/0)	0% (0/0)	0% (0/0)	321	California	42	The United States was eager to get in on the act and so&#44during the war with Mexico over the annexation of Texas &#44	California	was suddenly regarded as a useful addition to the spoils .	LOC	Category1		
2XCLF395SW6N3S2RL2PNNBYGA6DSEB	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:34 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:34 GMT 2012			2IEQU6L5OBVC5SEWFJ1INF7H5C3FYB	A1C0X3AM7X75R9	Submitted	Tue Apr 03 12:55:40 GMT 2012	Tue Apr 03 12:55:50 GMT 2012	Sun Apr 08 05:55:50 PDT 2012				10	0% (0/0)	0% (0/0)	0% (0/0)	321	California	42	The United States was eager to get in on the act and so&#44during the war with Mexico over the annexation of Texas &#44	California	was suddenly regarded as a useful addition to the spoils .	LOC	Category1		
2XCLF395SW6N3S2RL2PNNBYGA6DSEB	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:34 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:34 GMT 2012			2UQEPLSP75KL9XJIL31HUEQWU3MYS4	A2T5CROJ0FWIJY	Submitted	Tue Apr 03 15:11:43 GMT 2012	Tue Apr 03 15:12:25 GMT 2012	Sun Apr 08 08:12:25 PDT 2012				42	0% (0/0)	0% (0/0)	0% (0/0)	321	California	42	The United States was eager to get in on the act and so&#44during the war with Mexico over the annexation of Texas &#44	California	was suddenly regarded as a useful addition to the spoils .	LOC	Category1		
2Y4VHVKCJ0117TU31M0KUW62HEI684	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:34 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:34 GMT 2012			25J14IXKO2L9P81BEPXX7YODNR5CBW	AWRAXV1RIYR0M	Submitted	Tue Apr 03 13:57:00 GMT 2012	Tue Apr 03 13:57:06 GMT 2012	Sun Apr 08 06:57:06 PDT 2012				6	0% (0/0)	0% (0/0)	0% (0/0)	322	London	42	Others can leave a message but I am moving to	London	0	LOC	Category1		
2Y4VHVKCJ0117TU31M0KUW62HEI684	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:34 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:34 GMT 2012			286PLSP75KLMTN626P8QIQVK2GRTZ2	A3CCO4SVP8T75H	Submitted	Tue Apr 03 14:02:44 GMT 2012	Tue Apr 03 14:02:47 GMT 2012	Sun Apr 08 07:02:47 PDT 2012				3	0% (0/0)	0% (0/0)	0% (0/0)	322	London	42	Others can leave a message but I am moving to	London	0	LOC	Category1		
2Y4VHVKCJ0117TU31M0KUW62HEI684	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:34 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:34 GMT 2012			2JCQW618N46UK6ZCMKOCITNE3ZVPN9	A1LRRDBA84ITCJ	Submitted	Tue Apr 03 13:43:37 GMT 2012	Tue Apr 03 13:43:48 GMT 2012	Sun Apr 08 06:43:48 PDT 2012				11	0% (0/0)	0% (0/0)	0% (0/0)	322	London	42	Others can leave a message but I am moving to	London	0	LOC	Category1		
2P1HSTLB3L0FYAWH6QAENREWNW5UI2	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:34 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:34 GMT 2012			23H9RA7S5WM1T0LR6UY0NMHMLU8UZ4	A2T5CROJ0FWIJY	Submitted	Tue Apr 03 15:01:05 GMT 2012	Tue Apr 03 15:01:10 GMT 2012	Sun Apr 08 08:01:10 PDT 2012				5	0% (0/0)	0% (0/0)	0% (0/0)	323	England	42	The devastating military expedition he launched across the Rhineland and Palatinate&#44and the series of largely fruitless wars with Spain&#44Holland &#44	England	&#44 and Sweden did not endear him to the European people .	ORG	Category1		
