HITId	WorkTimeInSeconds	Input.globalindex	Input.lemma	Input.lemmaindex	Input.lleftcontext	Input.lheadword	Input.lrightcontext	Input.gs_expert	Answer.Category
2Q9NDWIOV1S7FEQCBVL17YD0QTIIXH	64	115	simulation	13	( Benjamin Franklin and&#44before him&#44Cotton Mather left	simulations	in their writings of the speech of some American blacks that anticipate vernacular renderings today . )	RES	Categpory2
2Q9NDWIOV1S7FEQCBVL17YD0QTIIXH	60	115	simulation	13	( Benjamin Franklin and&#44before him&#44Cotton Mather left	simulations	in their writings of the speech of some American blacks that anticipate vernacular renderings today . )	RES	Categpory2
2Q9NDWIOV1S7FEQCBVL17YD0QTIIXH	4	115	simulation	13	( Benjamin Franklin and&#44before him&#44Cotton Mather left	simulations	in their writings of the speech of some American blacks that anticipate vernacular renderings today . )	RES	Categpory2
20I11K274J797HJ5JNE4AUXGUJEDFJ	26	311	reference	36	Rabbi Jeremiah explained the	reference	: Ever since the Torah was given at Mount Sinai&#44we pay no attention to heavenly voices&#44for God already wrote in the Torah at Mount Sinai .	RES	Categpory2
20I11K274J797HJ5JNE4AUXGUJEDFJ	12	311	reference	36	Rabbi Jeremiah explained the	reference	: Ever since the Torah was given at Mount Sinai&#44we pay no attention to heavenly voices&#44for God already wrote in the Torah at Mount Sinai .	RES	Category1
20I11K274J797HJ5JNE4AUXGUJEDFJ	9	311	reference	36	Rabbi Jeremiah explained the	reference	: Ever since the Torah was given at Mount Sinai&#44we pay no attention to heavenly voices&#44for God already wrote in the Torah at Mount Sinai .	RES	Category1
20I11K274J797HJ5JNE4AUXGUJEDFJ	4	311	reference	36	Rabbi Jeremiah explained the	reference	: Ever since the Torah was given at Mount Sinai&#44we pay no attention to heavenly voices&#44for God already wrote in the Torah at Mount Sinai .	RES	Categpory2
20I11K274J797HJ5JNE4AUXGUJEDFJ	78	311	reference	36	Rabbi Jeremiah explained the	reference	: Ever since the Torah was given at Mount Sinai&#44we pay no attention to heavenly voices&#44for God already wrote in the Torah at Mount Sinai .	RES	Categpory2
2T7WZ9RNDWIOISF6A2UDXGU2L4NTE0	10	116	acquisition	14	As a result&#44these programs encountered significant increases in	acquisition	costs as well as delays in delivering capabilities to the war fighter .	RES	Category1
2T7WZ9RNDWIOISF6A2UDXGU2L4NTE0	7	116	acquisition	14	As a result&#44these programs encountered significant increases in	acquisition	costs as well as delays in delivering capabilities to the war fighter .	RES	Categpory2
2T7WZ9RNDWIOISF6A2UDXGU2L4NTE0	7	116	acquisition	14	As a result&#44these programs encountered significant increases in	acquisition	costs as well as delays in delivering capabilities to the war fighter .	RES	Categpory2
2T7WZ9RNDWIOISF6A2UDXGU2L4NTE0	84	116	acquisition	14	As a result&#44these programs encountered significant increases in	acquisition	costs as well as delays in delivering capabilities to the war fighter .	RES	Categpory2
2T7WZ9RNDWIOISF6A2UDXGU2L4NTE0	8	116	acquisition	14	As a result&#44these programs encountered significant increases in	acquisition	costs as well as delays in delivering capabilities to the war fighter .	RES	Category3
2G151RYQM3ELDE9B8NKGYFTFCZZ0Z1	9	312	acquisition	37	The Contracting Officer or other contracting personnel participated in the alternatives analysis to ensure that a feasible	acquisition	approach was selected .	PROC	Categpory2
2G151RYQM3ELDE9B8NKGYFTFCZZ0Z1	41	312	acquisition	37	The Contracting Officer or other contracting personnel participated in the alternatives analysis to ensure that a feasible	acquisition	approach was selected .	PROC	Category1
2G151RYQM3ELDE9B8NKGYFTFCZZ0Z1	36	312	acquisition	37	The Contracting Officer or other contracting personnel participated in the alternatives analysis to ensure that a feasible	acquisition	approach was selected .	PROC	Category1
2G151RYQM3ELDE9B8NKGYFTFCZZ0Z1	4	312	acquisition	37	The Contracting Officer or other contracting personnel participated in the alternatives analysis to ensure that a feasible	acquisition	approach was selected .	PROC	Categpory2
2G151RYQM3ELDE9B8NKGYFTFCZZ0Z1	100	312	acquisition	37	The Contracting Officer or other contracting personnel participated in the alternatives analysis to ensure that a feasible	acquisition	approach was selected .	PROC	Category1
2MTMJTUHYW2GGGWQSMJ50M17R42OJU	4	117	approval	14	The hospital epidemiologists or infection control practitioners obtained institutional review board ( IRB )	approval	( or&#44in some cases&#44exemption from review ) and administered the survey to their hospital 's ED and ICU staff .	RES	Categpory2
2MTMJTUHYW2GGGWQSMJ50M17R42OJU	77	117	approval	14	The hospital epidemiologists or infection control practitioners obtained institutional review board ( IRB )	approval	( or&#44in some cases&#44exemption from review ) and administered the survey to their hospital 's ED and ICU staff .	RES	Categpory2
2MTMJTUHYW2GGGWQSMJ50M17R42OJU	19	117	approval	14	The hospital epidemiologists or infection control practitioners obtained institutional review board ( IRB )	approval	( or&#44in some cases&#44exemption from review ) and administered the survey to their hospital 's ED and ICU staff .	RES	Categpory2
2MTMJTUHYW2GGGWQSMJ50M17R42OJU	9	117	approval	14	The hospital epidemiologists or infection control practitioners obtained institutional review board ( IRB )	approval	( or&#44in some cases&#44exemption from review ) and administered the survey to their hospital 's ED and ICU staff .	RES	Categpory2
2MTMJTUHYW2GGGWQSMJ50M17R42OJU	16	117	approval	14	The hospital epidemiologists or infection control practitioners obtained institutional review board ( IRB )	approval	( or&#44in some cases&#44exemption from review ) and administered the survey to their hospital 's ED and ICU staff .	RES	Category3
20LNAB6BFMFFBPLHBGKJJDGFAI9VIQ	13	313	approval	37	Included are documentation requirements ; authorizations for undertaking projects ; and reviews&#44testing&#44and	approvals	of development and modification activities before placing systems into operation .	PROC	Category3
20LNAB6BFMFFBPLHBGKJJDGFAI9VIQ	4	313	approval	37	Included are documentation requirements ; authorizations for undertaking projects ; and reviews&#44testing&#44and	approvals	of development and modification activities before placing systems into operation .	PROC	Categpory2
20LNAB6BFMFFBPLHBGKJJDGFAI9VIQ	96	313	approval	37	Included are documentation requirements ; authorizations for undertaking projects ; and reviews&#44testing&#44and	approvals	of development and modification activities before placing systems into operation .	PROC	Category1
20LNAB6BFMFFBPLHBGKJJDGFAI9VIQ	24	313	approval	37	Included are documentation requirements ; authorizations for undertaking projects ; and reviews&#44testing&#44and	approvals	of development and modification activities before placing systems into operation .	PROC	Category1
20LNAB6BFMFFBPLHBGKJJDGFAI9VIQ	30	313	approval	37	Included are documentation requirements ; authorizations for undertaking projects ; and reviews&#44testing&#44and	approvals	of development and modification activities before placing systems into operation .	PROC	Category3
21GEPLSP75KL9XJIL31HUEQW1XEYSV	4	118	construction	14	Subsequent to the	construction	of human-mouse-rat COGs and phylogenetic trees&#44the ' triplet test ' [ 17 ] was used to further ensure that the COGs of size 3 contained only orthologs .	PROC	Categpory2
21GEPLSP75KL9XJIL31HUEQW1XEYSV	26	118	construction	14	Subsequent to the	construction	of human-mouse-rat COGs and phylogenetic trees&#44the ' triplet test ' [ 17 ] was used to further ensure that the COGs of size 3 contained only orthologs .	PROC	Category1
21GEPLSP75KL9XJIL31HUEQW1XEYSV	10	118	construction	14	Subsequent to the	construction	of human-mouse-rat COGs and phylogenetic trees&#44the ' triplet test ' [ 17 ] was used to further ensure that the COGs of size 3 contained only orthologs .	PROC	Category1
21GEPLSP75KL9XJIL31HUEQW1XEYSV	80	118	construction	14	Subsequent to the	construction	of human-mouse-rat COGs and phylogenetic trees&#44the ' triplet test ' [ 17 ] was used to further ensure that the COGs of size 3 contained only orthologs .	PROC	Category1
21GEPLSP75KL9XJIL31HUEQW1XEYSV	5	118	construction	14	Subsequent to the	construction	of human-mouse-rat COGs and phylogenetic trees&#44the ' triplet test ' [ 17 ] was used to further ensure that the COGs of size 3 contained only orthologs .	PROC	Category1
20ZSTLB3L0FB605NTY5JVEVFNXYVJ2	76	119	illustration	14	Accompanying the discussion of each practice is a case	illustration	involving a federal agency that has made progress in incorporating the practice into its operations .	PROC	Categpory2
20ZSTLB3L0FB605NTY5JVEVFNXYVJ2	5	119	illustration	14	Accompanying the discussion of each practice is a case	illustration	involving a federal agency that has made progress in incorporating the practice into its operations .	PROC	Categpory2
20ZSTLB3L0FB605NTY5JVEVFNXYVJ2	4	119	illustration	14	Accompanying the discussion of each practice is a case	illustration	involving a federal agency that has made progress in incorporating the practice into its operations .	PROC	Categpory2
20ZSTLB3L0FB605NTY5JVEVFNXYVJ2	11	119	illustration	14	Accompanying the discussion of each practice is a case	illustration	involving a federal agency that has made progress in incorporating the practice into its operations .	PROC	Categpory2
20ZSTLB3L0FB605NTY5JVEVFNXYVJ2	73	119	illustration	14	Accompanying the discussion of each practice is a case	illustration	involving a federal agency that has made progress in incorporating the practice into its operations .	PROC	Category1
292MT6YTWX4HQ8POTJ49DGI70P1W1A	11	120	imitation	14	The street acquired its name in the 19 th century&#44when it was laid out for the vehicles of the city s Western residents ; a more recent redesign evokes that era with red brick sidewalks and	imitation	gas lamps - but the boutiques along the street are up-to-the-minute .	RES	Category3
292MT6YTWX4HQ8POTJ49DGI70P1W1A	17	120	imitation	14	The street acquired its name in the 19 th century&#44when it was laid out for the vehicles of the city s Western residents ; a more recent redesign evokes that era with red brick sidewalks and	imitation	gas lamps - but the boutiques along the street are up-to-the-minute .	RES	Categpory2
292MT6YTWX4HQ8POTJ49DGI70P1W1A	33	120	imitation	14	The street acquired its name in the 19 th century&#44when it was laid out for the vehicles of the city s Western residents ; a more recent redesign evokes that era with red brick sidewalks and	imitation	gas lamps - but the boutiques along the street are up-to-the-minute .	RES	Categpory2
292MT6YTWX4HQ8POTJ49DGI70P1W1A	7	120	imitation	14	The street acquired its name in the 19 th century&#44when it was laid out for the vehicles of the city s Western residents ; a more recent redesign evokes that era with red brick sidewalks and	imitation	gas lamps - but the boutiques along the street are up-to-the-minute .	RES	Categpory2
292MT6YTWX4HQ8POTJ49DGI70P1W1A	86	120	imitation	14	The street acquired its name in the 19 th century&#44when it was laid out for the vehicles of the city s Western residents ; a more recent redesign evokes that era with red brick sidewalks and	imitation	gas lamps - but the boutiques along the street are up-to-the-minute .	RES	Category1
2X2CCVLL3CA3QD4975VCDNQVP378Y5	76	314	construction	37	The rule is the result of consensus by the Committee except in four areas : internal agency procedures&#44contract renewal procedures&#44conflicts of interest and	construction	management services .	PROC	Category1
2X2CCVLL3CA3QD4975VCDNQVP378Y5	16	314	construction	37	The rule is the result of consensus by the Committee except in four areas : internal agency procedures&#44contract renewal procedures&#44conflicts of interest and	construction	management services .	PROC	Category1
2X2CCVLL3CA3QD4975VCDNQVP378Y5	9	314	construction	37	The rule is the result of consensus by the Committee except in four areas : internal agency procedures&#44contract renewal procedures&#44conflicts of interest and	construction	management services .	PROC	Category1
2X2CCVLL3CA3QD4975VCDNQVP378Y5	5	314	construction	37	The rule is the result of consensus by the Committee except in four areas : internal agency procedures&#44contract renewal procedures&#44conflicts of interest and	construction	management services .	PROC	Categpory2
2X2CCVLL3CA3QD4975VCDNQVP378Y5	6	314	construction	37	The rule is the result of consensus by the Committee except in four areas : internal agency procedures&#44contract renewal procedures&#44conflicts of interest and	construction	management services .	PROC	Category1
2KE5XH0JPPSIPBLD70JPB5KM4C6GM3	36	315	damage	37	Nerve	damage	was also first observed in females .	RES	Categpory2
2KE5XH0JPPSIPBLD70JPB5KM4C6GM3	14	315	damage	37	Nerve	damage	was also first observed in females .	RES	Category1
2KE5XH0JPPSIPBLD70JPB5KM4C6GM3	66	315	damage	37	Nerve	damage	was also first observed in females .	RES	Category1
2KE5XH0JPPSIPBLD70JPB5KM4C6GM3	7	315	damage	37	Nerve	damage	was also first observed in females .	RES	Categpory2
2KE5XH0JPPSIPBLD70JPB5KM4C6GM3	5	315	damage	37	Nerve	damage	was also first observed in females .	RES	Category1
2E2O2L92HECWXXK2G33CJ0CQNQ6HGU	5	316	discount	37	Since the models being used here are characterized by strong cross elasticities&#44it was necessary to develop a method of dealing with the shifting curves and with mailers that shift toward worksharing when the	discounts	increase .	PROC	Categpory2
2E2O2L92HECWXXK2G33CJ0CQNQ6HGU	78	316	discount	37	Since the models being used here are characterized by strong cross elasticities&#44it was necessary to develop a method of dealing with the shifting curves and with mailers that shift toward worksharing when the	discounts	increase .	PROC	Categpory2
2E2O2L92HECWXXK2G33CJ0CQNQ6HGU	18	316	discount	37	Since the models being used here are characterized by strong cross elasticities&#44it was necessary to develop a method of dealing with the shifting curves and with mailers that shift toward worksharing when the	discounts	increase .	PROC	Categpory2
2E2O2L92HECWXXK2G33CJ0CQNQ6HGU	5	316	discount	37	Since the models being used here are characterized by strong cross elasticities&#44it was necessary to develop a method of dealing with the shifting curves and with mailers that shift toward worksharing when the	discounts	increase .	PROC	Categpory2
2E2O2L92HECWXXK2G33CJ0CQNQ6HGU	9	316	discount	37	Since the models being used here are characterized by strong cross elasticities&#44it was necessary to develop a method of dealing with the shifting curves and with mailers that shift toward worksharing when the	discounts	increase .	PROC	Category1
20Y5TYMNCWYBR028A7JH111K6T2OKT	82	121	invention	14	The	inventions	of the calculus by Isaac Newton and Gottfried Leibniz in the later 17 th century were stimulated by physical problems such as planetary orbits and optical calculations .	RES	Categpory2
20Y5TYMNCWYBR028A7JH111K6T2OKT	5	121	invention	14	The	inventions	of the calculus by Isaac Newton and Gottfried Leibniz in the later 17 th century were stimulated by physical problems such as planetary orbits and optical calculations .	RES	Categpory2
20Y5TYMNCWYBR028A7JH111K6T2OKT	10	121	invention	14	The	inventions	of the calculus by Isaac Newton and Gottfried Leibniz in the later 17 th century were stimulated by physical problems such as planetary orbits and optical calculations .	RES	Category1
20Y5TYMNCWYBR028A7JH111K6T2OKT	4	121	invention	14	The	inventions	of the calculus by Isaac Newton and Gottfried Leibniz in the later 17 th century were stimulated by physical problems such as planetary orbits and optical calculations .	RES	Category1
20Y5TYMNCWYBR028A7JH111K6T2OKT	10	121	invention	14	The	inventions	of the calculus by Isaac Newton and Gottfried Leibniz in the later 17 th century were stimulated by physical problems such as planetary orbits and optical calculations .	RES	Category1
2TEA6X3YOCCFN3C42CGTMNIJF4QQP4	74	317	illustration	37	In the Second Edition&#44however&#44the designers took it upon themselves-merely for the sake of change&#44I believe-to lay a fine screen over every	illustration	( except the maps )&#44thus losing much of the finical detail originally produced .	RES	Categpory2
2TEA6X3YOCCFN3C42CGTMNIJF4QQP4	4	317	illustration	37	In the Second Edition&#44however&#44the designers took it upon themselves-merely for the sake of change&#44I believe-to lay a fine screen over every	illustration	( except the maps )&#44thus losing much of the finical detail originally produced .	RES	Categpory2
2TEA6X3YOCCFN3C42CGTMNIJF4QQP4	29	317	illustration	37	In the Second Edition&#44however&#44the designers took it upon themselves-merely for the sake of change&#44I believe-to lay a fine screen over every	illustration	( except the maps )&#44thus losing much of the finical detail originally produced .	RES	Categpory2
2TEA6X3YOCCFN3C42CGTMNIJF4QQP4	8	317	illustration	37	In the Second Edition&#44however&#44the designers took it upon themselves-merely for the sake of change&#44I believe-to lay a fine screen over every	illustration	( except the maps )&#44thus losing much of the finical detail originally produced .	RES	Categpory2
2TEA6X3YOCCFN3C42CGTMNIJF4QQP4	6	317	illustration	37	In the Second Edition&#44however&#44the designers took it upon themselves-merely for the sake of change&#44I believe-to lay a fine screen over every	illustration	( except the maps )&#44thus losing much of the finical detail originally produced .	RES	Categpory2
2B3F395SW6NGO6F25DEJFYF2X52TFI	79	122	reference	14	Test review of a given effluent or receiving water test should include review of the associated	reference	toxicant test and current control chart .	PROC	Categpory2
2B3F395SW6NGO6F25DEJFYF2X52TFI	13	122	reference	14	Test review of a given effluent or receiving water test should include review of the associated	reference	toxicant test and current control chart .	PROC	Categpory2
2B3F395SW6NGO6F25DEJFYF2X52TFI	7	122	reference	14	Test review of a given effluent or receiving water test should include review of the associated	reference	toxicant test and current control chart .	PROC	Category3
2B3F395SW6NGO6F25DEJFYF2X52TFI	41	122	reference	14	Test review of a given effluent or receiving water test should include review of the associated	reference	toxicant test and current control chart .	PROC	Categpory2
2B3F395SW6NGO6F25DEJFYF2X52TFI	5	122	reference	14	Test review of a given effluent or receiving water test should include review of the associated	reference	toxicant test and current control chart .	PROC	Categpory2
2UJX3V0FK0CO7T6DJ1YPOK9M92GGN3	12	318	instruction	37	It is possible that the use of 100 % validity and the lack of any specific	instruction	may have made use of the cues a matter of individual strategy and thus both relatively unreliable and less subject to genetic influences .	DOT	Category1
2UJX3V0FK0CO7T6DJ1YPOK9M92GGN3	76	318	instruction	37	It is possible that the use of 100 % validity and the lack of any specific	instruction	may have made use of the cues a matter of individual strategy and thus both relatively unreliable and less subject to genetic influences .	DOT	Categpory2
2UJX3V0FK0CO7T6DJ1YPOK9M92GGN3	8	318	instruction	37	It is possible that the use of 100 % validity and the lack of any specific	instruction	may have made use of the cues a matter of individual strategy and thus both relatively unreliable and less subject to genetic influences .	DOT	Category1
2UJX3V0FK0CO7T6DJ1YPOK9M92GGN3	69	318	instruction	37	It is possible that the use of 100 % validity and the lack of any specific	instruction	may have made use of the cues a matter of individual strategy and thus both relatively unreliable and less subject to genetic influences .	DOT	Category3
2UJX3V0FK0CO7T6DJ1YPOK9M92GGN3	12	318	instruction	37	It is possible that the use of 100 % validity and the lack of any specific	instruction	may have made use of the cues a matter of individual strategy and thus both relatively unreliable and less subject to genetic influences .	DOT	Category1
2E4B3Q39Z0B6HKB5BJ5VWTVS2MYVK1	5	319	invention	37	' Before the	invention	of the printing press&#44manuscripts had to be copied by hand .	PROC	Categpory2
2E4B3Q39Z0B6HKB5BJ5VWTVS2MYVK1	13	319	invention	37	' Before the	invention	of the printing press&#44manuscripts had to be copied by hand .	PROC	Categpory2
2E4B3Q39Z0B6HKB5BJ5VWTVS2MYVK1	8	319	invention	37	' Before the	invention	of the printing press&#44manuscripts had to be copied by hand .	PROC	Category1
2E4B3Q39Z0B6HKB5BJ5VWTVS2MYVK1	73	319	invention	37	' Before the	invention	of the printing press&#44manuscripts had to be copied by hand .	PROC	Category1
2E4B3Q39Z0B6HKB5BJ5VWTVS2MYVK1	71	319	invention	37	' Before the	invention	of the printing press&#44manuscripts had to be copied by hand .	PROC	Category1
28R8D8J3VE7WFJGMGR73QCK9SZCIYN	67	320	simulation	37	It is important to point out that if a defibrillator is not readily available ( the defibrillator was readily available in our	simulations	)&#44the time required to locate one and treat the patient could be much longer than that reported in our simulation .	PROC	Category1
28R8D8J3VE7WFJGMGR73QCK9SZCIYN	10	320	simulation	37	It is important to point out that if a defibrillator is not readily available ( the defibrillator was readily available in our	simulations	)&#44the time required to locate one and treat the patient could be much longer than that reported in our simulation .	PROC	Category3
28R8D8J3VE7WFJGMGR73QCK9SZCIYN	34	320	simulation	37	It is important to point out that if a defibrillator is not readily available ( the defibrillator was readily available in our	simulations	)&#44the time required to locate one and treat the patient could be much longer than that reported in our simulation .	PROC	Category1
28R8D8J3VE7WFJGMGR73QCK9SZCIYN	5	320	simulation	37	It is important to point out that if a defibrillator is not readily available ( the defibrillator was readily available in our	simulations	)&#44the time required to locate one and treat the patient could be much longer than that reported in our simulation .	PROC	Categpory2
28R8D8J3VE7WFJGMGR73QCK9SZCIYN	37	320	simulation	37	It is important to point out that if a defibrillator is not readily available ( the defibrillator was readily available in our	simulations	)&#44the time required to locate one and treat the patient could be much longer than that reported in our simulation .	PROC	Categpory2
2NFBAT2D5NQYAW228FAG9TYN5I6377	5	123	acquisition	15	An auditor using this guide to review an	acquisition	that includes significant software development and has a contract in place should review appendix II for techniques to help identify variances from the agency 's cost and schedule estimates .	DOT	Category1
2NFBAT2D5NQYAW228FAG9TYN5I6377	80	123	acquisition	15	An auditor using this guide to review an	acquisition	that includes significant software development and has a contract in place should review appendix II for techniques to help identify variances from the agency 's cost and schedule estimates .	DOT	Category1
2NFBAT2D5NQYAW228FAG9TYN5I6377	8	123	acquisition	15	An auditor using this guide to review an	acquisition	that includes significant software development and has a contract in place should review appendix II for techniques to help identify variances from the agency 's cost and schedule estimates .	DOT	Categpory2
2NFBAT2D5NQYAW228FAG9TYN5I6377	24	123	acquisition	15	An auditor using this guide to review an	acquisition	that includes significant software development and has a contract in place should review appendix II for techniques to help identify variances from the agency 's cost and schedule estimates .	DOT	Categpory2
2NFBAT2D5NQYAW228FAG9TYN5I6377	7	123	acquisition	15	An auditor using this guide to review an	acquisition	that includes significant software development and has a contract in place should review appendix II for techniques to help identify variances from the agency 's cost and schedule estimates .	DOT	Category3
2T5HMVHVKCJ0OS71PJA7DKQXO7I64W	19	321	acquisition	38	In order to review an	acquisition	that is using prototypes&#44the auditor should determine what regulations or guidance the agency has to define a prototyping methodology .	DOT	Category1
2T5HMVHVKCJ0OS71PJA7DKQXO7I64W	70	321	acquisition	38	In order to review an	acquisition	that is using prototypes&#44the auditor should determine what regulations or guidance the agency has to define a prototyping methodology .	DOT	Category1
2T5HMVHVKCJ0OS71PJA7DKQXO7I64W	4	321	acquisition	38	In order to review an	acquisition	that is using prototypes&#44the auditor should determine what regulations or guidance the agency has to define a prototyping methodology .	DOT	Categpory2
2T5HMVHVKCJ0OS71PJA7DKQXO7I64W	8	321	acquisition	38	In order to review an	acquisition	that is using prototypes&#44the auditor should determine what regulations or guidance the agency has to define a prototyping methodology .	DOT	Categpory2
2T5HMVHVKCJ0OS71PJA7DKQXO7I64W	7	321	acquisition	38	In order to review an	acquisition	that is using prototypes&#44the auditor should determine what regulations or guidance the agency has to define a prototyping methodology .	DOT	Categpory2
2W151Y7QEOZFLHF0U7KMSFXSVYEDGI	79	124	approval	15	After FDA evaluates the comments received&#44makes any revisions&#44and receives final OMB	approval	for the information collection&#44FDA will announce in the Federal Register that approval and the effective date of the part of the regulations that relate to the information collection .	RES	Categpory2
2W151Y7QEOZFLHF0U7KMSFXSVYEDGI	83	124	approval	15	After FDA evaluates the comments received&#44makes any revisions&#44and receives final OMB	approval	for the information collection&#44FDA will announce in the Federal Register that approval and the effective date of the part of the regulations that relate to the information collection .	RES	Categpory2
2W151Y7QEOZFLHF0U7KMSFXSVYEDGI	24	124	approval	15	After FDA evaluates the comments received&#44makes any revisions&#44and receives final OMB	approval	for the information collection&#44FDA will announce in the Federal Register that approval and the effective date of the part of the regulations that relate to the information collection .	RES	Categpory2
2W151Y7QEOZFLHF0U7KMSFXSVYEDGI	1704	124	approval	15	After FDA evaluates the comments received&#44makes any revisions&#44and receives final OMB	approval	for the information collection&#44FDA will announce in the Federal Register that approval and the effective date of the part of the regulations that relate to the information collection .	RES	Categpory2
2W151Y7QEOZFLHF0U7KMSFXSVYEDGI	27	124	approval	15	After FDA evaluates the comments received&#44makes any revisions&#44and receives final OMB	approval	for the information collection&#44FDA will announce in the Federal Register that approval and the effective date of the part of the regulations that relate to the information collection .	RES	Categpory2
2ZSA2SEIUUU0NFDJ2PVIMS8TK0CQQV	5	322	approval	38	Peripheral blood was obtained from patients with RA&#44systemic lupus erythematosus ( SLE )&#44and healthy control individuals following Drexel University Institutional Review Board	approval	and obtaining informed consent .	DOT	Categpory2
2ZSA2SEIUUU0NFDJ2PVIMS8TK0CQQV	27	322	approval	38	Peripheral blood was obtained from patients with RA&#44systemic lupus erythematosus ( SLE )&#44and healthy control individuals following Drexel University Institutional Review Board	approval	and obtaining informed consent .	DOT	Categpory2
2ZSA2SEIUUU0NFDJ2PVIMS8TK0CQQV	13	322	approval	38	Peripheral blood was obtained from patients with RA&#44systemic lupus erythematosus ( SLE )&#44and healthy control individuals following Drexel University Institutional Review Board	approval	and obtaining informed consent .	DOT	Category1
2ZSA2SEIUUU0NFDJ2PVIMS8TK0CQQV	17	322	approval	38	Peripheral blood was obtained from patients with RA&#44systemic lupus erythematosus ( SLE )&#44and healthy control individuals following Drexel University Institutional Review Board	approval	and obtaining informed consent .	DOT	Categpory2
2ZSA2SEIUUU0NFDJ2PVIMS8TK0CQQV	107	322	approval	38	Peripheral blood was obtained from patients with RA&#44systemic lupus erythematosus ( SLE )&#44and healthy control individuals following Drexel University Institutional Review Board	approval	and obtaining informed consent .	DOT	Category1
25HFYQS1CSTMB6KQV7VIG1EZVT7OLW	88	125	construction	15	For example&#44some of the clearest examples of niche	construction	occur in plant succession where&#44as F . E .	DOT	Category1
25HFYQS1CSTMB6KQV7VIG1EZVT7OLW	18	125	construction	15	For example&#44some of the clearest examples of niche	construction	occur in plant succession where&#44as F . E .	DOT	Category1
25HFYQS1CSTMB6KQV7VIG1EZVT7OLW	8	125	construction	15	For example&#44some of the clearest examples of niche	construction	occur in plant succession where&#44as F . E .	DOT	Category1
25HFYQS1CSTMB6KQV7VIG1EZVT7OLW	3	125	construction	15	For example&#44some of the clearest examples of niche	construction	occur in plant succession where&#44as F . E .	DOT	Categpory2
25HFYQS1CSTMB6KQV7VIG1EZVT7OLW	12	125	construction	15	For example&#44some of the clearest examples of niche	construction	occur in plant succession where&#44as F . E .	DOT	Category1
2ZB3HVWAVKI6PE6PKGY2399RZCLGOI	27	323	construction	38	The total number of members in the boilermaker 's	construction	division is currently about 24&#44000 journeymen and apprentices .	PROC	Categpory2
2ZB3HVWAVKI6PE6PKGY2399RZCLGOI	5	323	construction	38	The total number of members in the boilermaker 's	construction	division is currently about 24&#44000 journeymen and apprentices .	PROC	Categpory2
2ZB3HVWAVKI6PE6PKGY2399RZCLGOI	87	323	construction	38	The total number of members in the boilermaker 's	construction	division is currently about 24&#44000 journeymen and apprentices .	PROC	Categpory2
2ZB3HVWAVKI6PE6PKGY2399RZCLGOI	19	323	construction	38	The total number of members in the boilermaker 's	construction	division is currently about 24&#44000 journeymen and apprentices .	PROC	Category1
2ZB3HVWAVKI6PE6PKGY2399RZCLGOI	95	323	construction	38	The total number of members in the boilermaker 's	construction	division is currently about 24&#44000 journeymen and apprentices .	PROC	Category1
2JSESCWY2AOOP79LWVFOKQSD4CS11G	97	126	damage	15	The rooms are still decorated and furnished with the Baroque pomp of the 17 th and 18 th centuries and reconstructed following Allied bomb	damage	in 1943 .	DOT	Categpory2
2JSESCWY2AOOP79LWVFOKQSD4CS11G	11	126	damage	15	The rooms are still decorated and furnished with the Baroque pomp of the 17 th and 18 th centuries and reconstructed following Allied bomb	damage	in 1943 .	DOT	Categpory2
2JSESCWY2AOOP79LWVFOKQSD4CS11G	6	126	damage	15	The rooms are still decorated and furnished with the Baroque pomp of the 17 th and 18 th centuries and reconstructed following Allied bomb	damage	in 1943 .	DOT	Category1
2JSESCWY2AOOP79LWVFOKQSD4CS11G	4	126	damage	15	The rooms are still decorated and furnished with the Baroque pomp of the 17 th and 18 th centuries and reconstructed following Allied bomb	damage	in 1943 .	DOT	Categpory2
2JSESCWY2AOOP79LWVFOKQSD4CS11G	5	126	damage	15	The rooms are still decorated and furnished with the Baroque pomp of the 17 th and 18 th centuries and reconstructed following Allied bomb	damage	in 1943 .	DOT	Categpory2
2FNCOW0LGRZ3V3EE3RXVRUZXVXB8ZW	79	324	damage	38	Around the start of the 20 th century many of these works of art were removed to Catalan museums from churches that were deteriorating or abandoned&#44thus saving them from further	damage	or being sold out of the country .	PROC	Category1
2FNCOW0LGRZ3V3EE3RXVRUZXVXB8ZW	17	324	damage	38	Around the start of the 20 th century many of these works of art were removed to Catalan museums from churches that were deteriorating or abandoned&#44thus saving them from further	damage	or being sold out of the country .	PROC	Categpory2
2FNCOW0LGRZ3V3EE3RXVRUZXVXB8ZW	5	324	damage	38	Around the start of the 20 th century many of these works of art were removed to Catalan museums from churches that were deteriorating or abandoned&#44thus saving them from further	damage	or being sold out of the country .	PROC	Categpory2
2FNCOW0LGRZ3V3EE3RXVRUZXVXB8ZW	8	324	damage	38	Around the start of the 20 th century many of these works of art were removed to Catalan museums from churches that were deteriorating or abandoned&#44thus saving them from further	damage	or being sold out of the country .	PROC	Categpory2
2FNCOW0LGRZ3V3EE3RXVRUZXVXB8ZW	14	324	damage	38	Around the start of the 20 th century many of these works of art were removed to Catalan museums from churches that were deteriorating or abandoned&#44thus saving them from further	damage	or being sold out of the country .	PROC	Category1
