globalindex,lemma,lemmaindex,lleftcontext,lheadword,lrightcontext,gs_expert
337,bag,51, Souped-up&#44black-and-white flashbacks illustrate her absence and his anguish : Her motorbike was stolen&#44she could n't pick him up&#44he left a,bag,of drug money on the subway&#44his boss will kill him if he does n't come up with 100&#44000 marks by noon . ,DOT
338,bottle,51, Indeed&#44more than 100&#44000,bottles,of wine are produced here every year and shipped worldwide . ,DOT
339,container,51, The endotracheal tube was clamped in order to prevent loss of fluid&#44and the lung specimen was floated in a,container,filled with the same fixative for 7 days . ,CONTAINER
340,flask,51, Plants used for snakebites are typically made into tinctures with alcohol or sweet oil ( olive oil ) and kept in 150 ml,flasks,called ' snake bottles ' . ,DOT
341,vial,51, During the course of the cell culture experiment&#44a 400 l aliquot of medium was removed every 2 hr and placed in a glass,vial,for tocopherol ( or quinone ) measurement and the remaining medium removed . ,CONTAINER
342,bag,52, For a,bag,of potato chips ? ,CONTAINER
343,bottle,52, Washington is still romancing the guy in a way that makes previous presidential infatuations ( Tsongas&#44Babbitt&#44Anderson ) look like spin the,bottle,0,CONTAINER
344,container,52, In addition&#44the questionnaire asked how the juice was stored&#44i . e . types of,containers,&#44 and whether citrus juices and citrus peel were added during food preparation and / or food serving [ 28 ] . TQ asked about usual tea intake over the past year&#44as well as a lifetime consumption pattern and how the past year intake differed from the lifetime pattern ( amount or type or preparation techniques ) . ,CONTAINER
345,flask,52, HEL cells were dislodged from the,flask,with a trypsin- EDTA solution&#44washed with DEPC-treated PBS&#44and then resuspended in 6 ml of ice-cold resuspension buffer [ 10 mM Tris- HCl ( pH 7 . 5 )&#4410 mM KC 1&#445 mM MgCl 2 ] . Six ml of hot ( 70 C ) lysis buffer [ 20 mM Tris- HCl ( pH 7 . 4 )&#440 . 4 M NaCI&#4440 mM EDTA&#441 % -mercaptoethanol&#441 % SDS ] and 1 ml of citrate-buffered phenol ( pH 4 . 0 ) were added to each cell suspension . ,CONTAINER
346,glass,52, Blown glassware is also exquisite ; bowls&#44jugs and vases&#44and,glasses,can be bought throughout the region . ,CONTAINER
347,plate,52, Wells were washed vigorously with distilled water and the,plate,was air dried . ,CONTAINER
348,vial,52, In examining whether there was any priority in discarding of excess baggage in the population of cells in these,vials,&#44 certain features would be obvious without any sophisticated analysis . ,DOT
349,bottle,53, Ihave been told that the use of water,bottles,has something to do with the cult of physical fitness . ,DOT
350,container,53, ,Containers,of HSB should be stored in the dark and maintained under room temperature until used . ,DOT
351,glass,53, Their vices are few--they enjoy an occasional,glass,of wine or beer&#44and now and then one may overindulge in chocolate-spiked trail mix . ,CONTENT
352,pot,53, Healthily growing plants were transplanted to the soil in small,pots,and grown until seeds were obtained in the plant growth chamber . ,CONTAINER
353,vial,53, The males only were then removed and were designated 1 day old&#44and were maintained at 25 C at 40 per,vial,in culture vials with food . ,CONTAINER
354,bag,54, Overcrowded cabins are unsafe&#44so some carriers now limit passengers to one carry-on,bag,&#44 instead of the traditional two . ,CONTAINER
355,bottle,54, The narrator tells us that &#34 everyone is singing to the sound of Diet Coke&#44&#34 and invites us to win CDs and trips to the Grammies by checking the bottom of the,bottle,cap . ,CONTAINER
356,container,54, The,containers,should be capped and labelled with the date the brine was generated and its salinity . ,CONTAINER
357,dish,54, 5 pups were placed in a,dish,on ice to induce hypothermia and sleep followed by euthanasia through decapitation . ,CONTAINER
358,bottle,55, As she went on and on about $ 12&#44000,bottles,of 1870 wine ( actually&#44I 'd kind of like to try one ) and a Park Avenue apartment building where the grungy units start at $ 4 million ( why anyone would want to live on a street where your furniture shifts whenever the commuter trains rumble beneath is beyond me )&#44she cleverly pointed out the analogies with the ' 80 s economic bubble and the dot-com one . . . ,DOT
359,dish,55, The side streets are full of open-air restaurants offering,dishes,of barbecued pork&#44duck&#44and seafood&#44noodles&#44rice-pots&#44and do-it-yourself steamboats . ,DOT
360,jar,55, Later&#44Austin mistakenly pours himself a cup of &#34 coffee &#34 from a,jar,containing a Fat Bastard stool sample . ,DOT
361,bottle,56, Will she pursue him&#44pleading&#44weeping&#44trying to explain that it was God who threw that,bottle,out of the sea and into her path ? ,CONTAINER
362,container,56, Initiatives to secure shipping,containers,have just begun . ,CONTAINER
363,flask,56, It may be advantageous to soak the,flasks,in 10 % HCl for several days . ,CONTAINER
364,glass,56, tea breaks and ordering tea by the pot rather than just by the,glass,will help to keep plenty of liquids in you . Avo ,CONTENT
365,jar,56, About as much as the phrase &#34 original recipe &#34 does on a,jar,of spaghetti sauce . ,CONTAINER
366,bag,57, KAETHE : I 've just flown in on the Concorde&#44Father&#44in these tiny shorts with this huge,bag,of money . ,DOT
367,bottle,58, 45&#44respectively&#44for a 32 - ounce,bottle,&#44 and Powerade was $ 1 . ,DOT
368,container,58, When aliquots are removed from the sample,container,&#44 the head space above the remaining sample should be held to a minimum . ,DOT
369,bottle,59, The WP reports that a U . S . expert on bio-warfare walked through Capitol security yesterday carrying 7 . 5 grams of powdered anthrax in a plastic,bottle,&#44 and then proceeded to a House hearing where he displayed his deadly sample . ,CONTAINER
370,container,59, If it is not feasible to maintain cultures in-house&#44test organisms can be obtained from commercial sources&#44and should be shipped to the laboratory in well oxygenated water in insulated,containers,to minimize excursions in water temperature during shipment . ,CONTAINER
371,bag,60, When employing his habitual paper and canvas and burlap,bag,he has tended to go for discordantly smooth finishes . ,CONTAINER
372,bottle,60, In March of 1943&#44Henning von Tresckow concealed a bomb in two,bottles,of Cointreau and had them carried onto Hitler 's plane . ,CONTAINER
373,container,60, British design historian Clarke delivers a &#34 heavily academic cultural critique of Tupperware &#34 ( Rachel Hartigan&#44the Washington Post )&#44but all the critics can talk about is the story of how Brownie Wise&#44a struggling single mother&#44turned the languishing line of plastic,containers,into a booming success via one simple idea : the Tupperware Party . ,CONTAINER
374,dish,60, The Long Corridor ends at the Pavilion for Listening to the Orioles ( Tingli Guan )&#44where there is now a restaurant serving Qing dynasty imperial,dishes,0,CONTAINER
375,bag,61, You can find the real thing in trendy shops and boutiques&#44or scour the markets for knock-offs of designer watches &#44,bag,&#44 and clothing . ,CONTAINER
376,container,61, It is sufficient to rinse new sample,containers,once with dilution water before use . ,CONTAINER
377,dish,61, NIH 3 T 3 cells were detached from the,dishes,in the presence of 1 M calyculin A&#44but not staurosporine and pervanadate . ,CONTAINER
378,jar,61, The kitchen at the back of the house is filled with authentic pieces : earthenware,jars,for storage&#44copper cups for measuring&#44iron pots for cooking . ,CONTAINER
379,pot,61, It was &#34 gold rush&#44mob psychology &#34 among greedy politicians&#44argues Paul Gigot ( PBS 's NewsHour With Jim Lehrer ) . Senate legislators were so entranced by,pots,of money that they lost their heads and neglected to offer the tobacco firms something in return ( Gigot ; Evan Thomas&#44Inside Washington ) . Gigot also accuses prominent Dems--like Sen . ,CONTENT
380,bag,62, You may even see boracheiros&#44men sampling the goods from traditional goat-skin,bag,once used to store and carry wine . ,DOT
381,bottle,62, There is no need to climb the bridge with a,bottle,of spray paint to announce your matrimony&#44or to petition the society pages to include you . ,DOT
382,bag,63, My,bag,got X- rayed&#44and my level of whatever those portals you walk through measure was determined to be under the threshold . ,DOT
383,container,63, If it will help you feel better about things&#44encourage &#34 Elaine &#34 to ask the server for a take-home,container,for whatever she wishes to transport out of the dining room . ,CONTAINER
384,glass,63, According to documents obtained by the Competitive Enterprise Institute in its lawsuit to have the current policy overturned&#44the statements that the bureau has barred include the following : &#34 Several medical authorities say that a,glass,or two of wine enjoyed daily is not only a pleasant experience but can be beneficial to an adult 's health . &#34 ,CONTENT
385,jar,63, Nita Lowey&#44D-N . Y .&#44had introduced a congressional resolution declaring that the &#34 Brits have their head in a honey jar if they think they are taking Pooh out of New York City &#34 ; Mayor Rudy Giuliani had brought Pooh a,jar,of honey and praised him as &#34 the very best in immigration &#34 ; and Clinton spokesman Michael McCurry had called the idea of Pooh 's repatriation &#34 un bear able . &#34 ,DOT
386,bottle,64, Grapes must be pressed&#44fermented&#44blended&#44and aged to make wine&#44so it 's better described as a semi-processed food product--one whose quality is shaped as it sits and decays in vats&#44barrels&#44and,bottles,0,CONTAINER
387,container,64, At moments it seems the wrong,container,0,CONTAINER
388,dish,64, That is n't true&#44and here 's one reason why : A lot of marital issues are negotiable--like who should do the,dishes,&#44 who gets to operate the remote control&#44which one wears the anti-snore device and which one wears the earplugs&#44and so on . ,CONTAINER
389,vessel,64, In addition&#44the museum shows around 300 objects dating from Classical&#44Hellenic&#44and Roman Greece including a collection of finely preserved bronze,vessels,0,CONTAINER
390,container,65, We observed more tightly packed leaf litter in smaller,containers,with high leaf litter quantities&#44but we did not measure microbial growth&#44so this idea remains to be tested . ,CONTAINER
391,flask,65, The remaining two,flasks,&#44 designated infected ( I )&#44were each inoculated with an aliquot of P . carinii - infected lung supernatant containing 7 10 5 P . carinii organisms per ml in 30 ml of media . ,DOT
392,bag,66, &#34 These people [ at JPL ] could not manage their way out of a Glad,bag,&#44 &#34 pronounces a nonprofit watchdog group . ,CONTAINER
393,bottle,66, Papa&#44he was a big man&#44and I not so large&#44so I would curse and sweat in the tropical island heat&#44and Papa would laugh and stop from time to time to pull at his brown,bottle,0,CONTAINER
394,container,66, Tires are cut across the width&#44making two,containers,&#44 opened up and cut with a scalloped design around the edges . ,CONTAINER
395,bag,67, The list includes cameras&#44laptop computers&#44canvas,bag,of tools&#44and 665 gallons of water . ,CONTAINER
396,bottle,67, Other standard English words mislisted as New England words are package store a store selling alcohol by the,bottle,for consumption elsewhere&#44pshaw ! an exclamation archaic everywhere&#44sheers sheer curtains&#44and verandah . ,CONTENT
397,container,67, After the required salinity is attained&#44the HSB should be filtered a second time through a l-m filter and poured directly into portable,containers,( 20 - L CUBITAINERS or polycarbonate water cooler jugs are suitable ) . ,CONTAINER
398,dish,67, Their restaurants feature internationally renowned chefs who create,dishes,using some of the finest meat&#44game&#44and fish in the world . ,CONTENT
399,pot,67, I retired after making a,potl,of money in my business and looked forward to the life of Riley . . . ,CONTENT
400,vessel,67, Legend has it that jewels from Persia were ground up and mixed in with the mortar for one of the minarets&#44and that the incredible acoustics were achieved by embedding 64 hollow clay,vessels,facing neck-down in the dome . ,CONTAINER
401,bag,68, The term Walkman is on a par with the atmosphere English found on Japanese T-Shirts &#44,bag,&#44 and pencil boxes&#44such as Tenderness was completed a pastel and The New York City Theatre District is where you can and us&#44anyone . ,CONTAINER
402,bottle,68, Included was one to Anheuser- Busch whose &#34 Buy the Beer&#44Get the Gear &#34 campaign required drinking 27&#44000,bottles,( or cans ) of beer in six months to win a pool table . ,CONTENT
403,dish,68, You also get a taste of the world from which Anna is fleeing when Alec Baldwin ( unbilled&#44never funnier ) shows up as her equally famous boyfriend&#44radiating narcissistic entitlement as he paws his celebrated squeeze and bids Thacker--forced this time into impersonating a room service waiter--to &#34 adios those dirty,dishes,. &#34 ,CONTAINER
404,flask,68, Two,flasks,&#44 designated mock-infected ( M )&#44were inoculated with an aliquot of normal rat lung homogenate in 30 ml of complete media . ,DOT
405,bottle,69, At that same young age&#44he awoke one morning with a hangover after a night spent caroling with friends&#44during which&#44he recorded&#44&#34 the,bottle,went round with an unusual rapidity . &#34 ,CONTAINER
406,container,69, When the members of the UFO / computer cult &#34 shed their,containers,&#44 &#34 they left behind a trove of clues on the Internet about their work&#44their suicide&#44and the Hale- Bopp comet . ,DOT
407,dish,69, We dissected ripe gametes from the ovaries of gravid females and fertilized them in glass,dishes,by mixing them with minced testes&#44a procedure similar to that commonly used to fertilize frog eggs in the lab [ 25 ] . ,CONTAINER
408,jar,69, But we did investigate these complaints&#44and it turned out that our server computers were sending jars and,jars,of cookies we did n't need . ,CONTENT
409,pot,69, Also&#44the arrival of this huge,pot,of money looking for a home will depress returns in the private economy&#44while the need to attract an equally huge pot of money into the Treasury to replace the lost revenue will increase the returns on government bonds . ,CONTENT
410,bottle,70, It is easy to see intuitively that there are many more combinations of positions and momenta that correspond to nearly uniform positions of the particles and their motions scattered in all possible directions than there are combinations of positions and momenta that correspond to all the particles being located in a specific small region of the,bottle,0,CONTAINER
411,container,70, I have seen plastic-lidded,containers,which are completely safe to use in the microwave-so long as you do n't use the lid ; all manner of tablets instructing you to take two every four hours-but no more than six in any twenty-four hour period ; and a notice by school bosses who were determined to improve the poor standard of spelling on the Isle of White . ,CONTAINER
412,dish,70, In the three hours following Taiwan 's mainshock&#44for example&#44there were only seven quakes that would have done more than lightly rattle,dishes,0,CONTAINER
413,jar,70, Countless urns and,jars,were decorated with drawings of his heroic exploits&#44but in fact he belongs to myth rather than to history . ,CONTAINER
414,pot,70, But&#44today&#44I made a second,potl,of coffee and am settling into my office at home . ,CONTENT
415,container,71, I pick some out of the plastic,container,and hand a few to Evelyn . ,CONTAINER
416,dish,71, The,dish,must be at once nourishing ( commodity )&#44cookable ( firmness )&#44and&#44of course&#44tasty ( delight ) . ,CONTENT
417,jar,71, At time of second admission the infant was taking Neocate supplemented with 5,jars,of baby food fruits per day plus Polycitra . ,CONTENT
418,pot,71, Walk to the north court where you enter the royal chambers - two giant pthoi ( large earthenware,pots,) guard the entryway from the central court . ,CONTAINER
419,bottle,72, If you don t want the perfume&#44the,bottles,are on sale in many souvenir shops and make pretty decorative pieces . ,CONTAINER
420,container,72, To avoid this problem&#44samples may be warmed slowly in open test,containers,0,CONTAINER
421,dish,72, For the disruption of cell-matrix interactions&#44cells grown as a monolayer were either trypsinized or scraped off the culture,dish,and dispersed by pipetting . ,CONTAINER
422,jar,72, With the cooperation of the Jordanian secret service&#44a special lavatory was prepared for Assad 's exclusive use&#44with a urinal that led not into a drain but into a specimen,jar,0,CONTAINER
423,bottle,73, The resignation of &#34 Red Oskar&#44&#34 as the British press dubbed him&#44was warmly welcomed Friday in London newspapers&#44which reported that champagne,bottles,had been opened in Downing Street . ,CONTAINER
424,container,73, However&#44other tasks with potential for high exposure were uncontrolled&#44such as pouring solvent into the system and pouring the used chemical into the recycling or waste,containers,0,CONTAINER
425,glass,73, We each decided to take one pill&#44clinked our,glasses,&#44 and gulped . ,CONTAINER
426,jar,73, Morris ' distance from his subject implies condescension-- Leuchter looks like something in a,jar,0,CONTAINER
427,bag,74, They know by style of face-painting and headdress where a singsing dancer is from&#44and they can look at designs on carvings or woven string,bag,and say where the work originated . ,CONTAINER
428,bottle,74, 9 . Subliminal messages urge audience to pelt Tony Randall with,bottles,0,CONTAINER
429,container,74, Bin Ladin associates also talked about the movement of,containers,to Afghanistan before the East Africa bombings . ,DOT
430,dish,74, But each,dish,is more elaborate than the next . . . ,CONTENT
431,flask,74, What law or principle--secular&#44humanist&#44or religious--says that one combination of genetic material in a,flask,is OK&#44but another is not ? ,CONTAINER
432,glass,74, On the other hand&#44if the Canadian government wants to force Coca- Cola to print time-lapse photos of a nail dissolving in a,glass,of their product&#44then go for it . ,DOT
433,jar,74, The most striking part of the museum is the Shrine of The Book&#44whose gleaming white conical structure represents the shape of the lid of the,jars,in which were discovered the world s oldest biblical manuscripts&#44the Dead Sea Scrolls ( see page 68 ) . ,CONTAINER
434,bag,75, Early crude methods were to place heavy bricks and cement,bag,in the trunk&#44or to cut the spring s coils&#44or lower the car s blocks . ,DOT
435,bottle,75, vi ]&#44Should we say it was n't I or it was n't me ; between you and me or between you and I ; different from&#44different to&#44or different than ; less,bottles,of milk or fewer bottles of milk ? ( In my own recommended usage&#44when it comes to milk&#44it makes no difference ; but if you are talking about beer or gin&#44then neither is acceptable . ) ,DOT
436,container,75, Most of the regalia and artifacts on display&#44including the red wooden coffin,containers,in the burial vault&#44are copies of the items discovered during excavations in the 1950 s . ,CONTAINER
437,dish,75, Spicy hot&#44with lots of chile along with hot tortillas&#44it is a delicious,dish,that somehow does cure many ailments . ,CONTENT
438,jar,75, The Greek word was ( and is ) o ( pithos ) a six-footish wine,jar,0,CONTAINER
439,pot,75, In the second room&#44sacrificial objects unearthed in ancient tombs are shown alongside,pots,&#44 a plow&#44and armor . ,CONTAINER
440,container,76, Both pairs here have,containers,with the same width and have the same wall area per unit volume . ,CONTAINER
441,dish,76, Last week&#44the Star did a story on &#34 The Real Princess Di&#44&#34 with such unlikely revelations as the alleged fact that she did her own ironing and joined the help in washing,dishes,0,CONTAINER
442,jar,76, After dewaxation and air-drying&#44slides were immersed in these solutions in Coplin,jars,pre-heated to temperature in water baths . ,CONTAINER
443,bottle,77, ,bottles,of your favorites are available in the gift shop on the first floor . ,DOT
444,container,77, However&#44the second,container,in each pair is deeper and has less horizontal surface area per unit volume . ,CONTAINER
445,jar,77, Notice the oil and wine,jars,in the shops&#44the bakers ovens and flour-grinding mills shaped like giant cotton-reels ( excavators found a donkey lying by one he d been turning when Vesuvius erupted ) . ,DOT
446,pot,78, Specimens were then potted with plaster of Paris in aluminium,pots,of the loading jig . ,CONTAINER
447,bottle,79, Harking back to a time when there was a human element in the production process&#44the spot consists largely of industrial-film-style footage of a female worker monitoring,bottles,of beer as they go by on the belt . ,DOT
448,container,79, The TSA should require that every passenger aircraft carrying cargo must deploy at least one hardened,container,to carry any suspect cargo . ,CONTAINER
449,bag,80, It is not yet clear how Congress and the president can squeeze all the tax goodies each insists upon into a $ 135 billion,bag,( and come up with an honest $ 50 billion in new revenues to bring the net price down to $ 85 billion ) . ,CONTENT
450,bottle,80, A few of the tubs had 20 or 30 small,bottles,of Evian nestled in ice . ,DOT
451,container,80, Millions of,containers,are imported annually through more than 300 sea and river ports served by more than 3&#44700 cargo and passenger terminals . ,DOT
452,bag,81, Being unsuccessful at extracting DNA from pulverized fragments&#44Professor Jos A . Lorente loaded the bones in a shoulder,bag,and flew them to Dallas&#44Texas&#44where more sophisticated DNA tests ( developed for the victims of the terrorist attack of 9 / 11 ) provided a disappointingly short and impure sequence of mitochondrial DNA . ,CONTAINER
453,bottle,81, To my chagrin&#44all the TV anchors came on the air pronouncing it YER-in-us&#44making it sound as though it were part of a procedure designed to produce a specimen in a,bottle,0,CONTAINER
454,container,81, Blood was collected from 3 normal&#44healthy volunteers in heparinised,containers,0,CONTAINER
455,bag,82, &#34 The young men aboard [ a bus leaving Gaza ]&#44with duffel,bag,and packed falafel lunches&#44sang Egyptian pop songs&#44clapped&#44and celebrated&#44&#34 writes the LAT 's correspondent&#44who notes the condescension many West Bank Palestinians have for their poorer&#44more socially conservative Gazan compatriots . ,CONTAINER
456,bottle,82, A man they had planted in the bakery had managed to hide under the floorboards several,bottles,of arsenic&#44which had been tested on a cat in Paris . ,DOT
457,container,82, Choice of,container,size&#44either by ovipositing females or researchers&#44interacts with a major aspect of the ecology of these organisms ; obtaining resources in a potentially resource-limited environment . ,CONTAINER
458,bag,83, He hauled out a disreputable-looking traveling,bag,and rummaged inside . ,CONTAINER
459,bottle,83, Perhaps this is deliberate&#44reminding us that it is hard to look directly at extreme deformity&#44but there is an air of I wants to make your flesh creep about the many sidelong shots of mutant babies in,bottles,in the Vrolik Museum&#44to which we return again and again throughout the series . ,CONTAINER
460,container,83, During the final 5 d of plant growth before 2 C exposure&#44soil in all plant,containers,was adjusted daily to the desired m with water . ,DOT
461,bag,84, At the airport&#44the security officials searched his carry-on,bag,and even opened the toiletries kit&#44but just glanced at the contents and let him pass . ,CONTAINER
462,bottle,84, The entrants in my little competition were the Campmor&#44the North Face&#44the Marmot E . C . O . vest ( $ 89&#44fleece made by Dyersburg from recycled plastic soda,bottles,)&#44and the Patagonia Synchilla Snap- T ( $ 86&#44the it-fleece of the prep-school&#44Phish-fan set ) . ,CONTAINER
463,dish,84, We signed the papers on a very cute 1918 house just big enough for our bed and,dishes,0,CONTAINER
464,dish,85, The morphology of both cell lines was similar to cells committed to cell differentiation ; however&#44these mammary cells grown on plastic,dishes,were unable to differentiate by SAHA . ,CONTAINER
465,plate,85, The,plates,were covered and incubated at room temperature for two hours . ,DOT
466,bottle,86, jacket . Take a flashlight ( torch )&#44binoculars&#44sun hat and sunscreen&#44sunglasses&#44water,bottle,&#44 and pocket knife . In your backpack carry a ,CONTAINER
467,container,86, Glass or disposable polystyrene,containers,can be used as test chambers . ,CONTAINER
468,dish,86, The cells were cultured on 10 cm plastic culture,dishes,as described above . ,CONTAINER
469,glass,86, For expensive items&#44say a carpet or a leather jacket&#44the process might be lengthy and involve several,glasses,of tea and a good half hour of your time . ,CONTENT
470,bag,87, A Japanese carrier,bag,showing yachts on a blue sea had the message&#44Switzerland : Seaside City . ,CONTAINER
471,bottle,87, After extensive washing the cells were transferred to 80 cm 3 Nunclon,bottles,in 20 ml culture medium ( RPMI 1640 with 10 % fetal calf serum and antibiotics ) and cultured at 37 C&#445 % CO 2 for 7 days . ,DOT
472,container,88, A final comparison of B to CS microcosms ( Table 2 ) is of interest because it represents a comparison of constant scaling&#44which encapsulates both horizontal and vertical scaling effects [ 3 ] . Here the major effect is in time to maturity and male biomass&#44with the smaller volume,container,producing larger males with shorter development times ( Fig . ,DOT
473,vessel,88, And with the arrival of the Bronze Age&#44the Chinese created bronze,vessels,of such beauty and originality that&#44until modern times&#44archaeologists refused to believe they were cast 3&#44000 years ago . ,CONTAINER
474,bottle,89, Would it be rude if I took a nice,bottle,of French wine ( OK&#44maybe two ) ? ,DOT
475,plate,89, Among the images reported on by the New York Times are &#34 two hands holding up a severed head by the hair&#44&#34 &#34 a man confronting his own severed head on a,plate,&#44 &#34 and &#34 a man 's brain and the upper end of his spinal column . . . ,CONTAINER
476,pot,89, That is the feeling that makes the children take out the broken tea,potl,and empty jam tin . &#34 ,CONTAINER
477,bag,90, The NYT&#44WP&#44and LAT report that things had unwound so much that the Israel delegation had packed their,bag,and some of their luggage was transferred to the airport . ,DOT
478,bottle,90, Depleted and drained&#44I stared out at the Hudson River in the summer dusk&#44drank two miniature,bottles,of Zinfandel&#44and fell asleep . ,CONTENT
479,container,90, This error is a perpetuation of Erasmus&#44who published his Adagia ( 1500 ) in which&#44inter alia&#44appears the Pandora story in which he mistakes ( pyxis ) a smallish boxwood box for&#44the largest wine storage,container,0,CONTAINER
480,pot,90, Under his rule&#44commerce and the arts flourished : Attica s wine and olive oil were shipped to Italy&#44Egypt&#44and Asia Minor in beautiful black-figure,pots,; the first tragedies ever written were performed at the annual festival of the wine god&#44Dionysus ; and the standard version of Homer s works was set down . ,CONTAINER
481,bag,91, No assistants toting his,bag,0,CONTAINER
482,container,91, Tea is frequently packaged in special&#44artistically decorated,containers,0,CONTAINER
483,dish,91, One of the most famous,dishes,&#44 mapo dofu&#44consists of beancurd infused with chili peppers in a manner that numbs the tongue upon impact . ,CONTENT
484,bag,92, All I need now is a CD of the music and a,bag,of popcorn . ,CONTENT
485,bottle,92, Wielding her Windex,bottle,like a weapon&#44smashing Kleenexes into the 9 - year-old 's mouth to retrieve illicit pieces of chewing gum&#44Annie is a counterfactual from hell--what American housewives would probably be like if Betty Friedan had never published The Feminine Mystique . Annie 's mothering is loving but grim&#44and she 's prone to irrational outbursts the rest of the family has to tiptoe around . ,CONTAINER
486,dish,92, In fact&#44she brought a,dish,0,CONTAINER
487,plate,92, Short of bringing your own dinner in a paper bag ( only acceptable for Carol Channing and people with severe food restrictions )&#44Prudie suggests you incorporate the following two ploys : Do not finish everything you are served&#44and push the unconsumed portion around on your,plate,0,CONTAINER
488,bottle,93, The Walkman&#44the cell phone&#44the water,bottle,are efforts to regain the warmth and comfort of infancy and find relief from the loneliness of adulthood . ,DOT
489,container,93, These,containers,were not completely square&#44as the vertical comers were rounded . ,CONTAINER
490,glass,93, But in my case&#44praise from a stranger is like a,glass,of water served at a restaurant in Bombay : You drink it warily&#44if at all&#44fearing it may be tainted . ,DOT
491,pot,93, Bush has raised $ 90&#44000 online out of a,potl,of $ 52 million . ,CONTENT
492,bag,94, Ricky speaks of glimpsing in the,bag,'s trajectory an &#34 entire life behind things &#34 - - a &#34 benevolent force &#34 that holds the universe together . ,CONTAINER
493,bottle,94, Norris 's Drops - On November 22&#441772&#44George Washington bought two,bottles,of Norris 's Drops for Miss Custis . ,DOT
494,container,94, However&#44these,containers,may be repeatedly reused for storing uncontaminated waters such as deionized or laboratory-prepared dilution waters and receiving waters . ,CONTAINER
495,bottle,95, The complicated label&#44the fancy,bottle,&#44 the exotic concept that this beer has traveled from some far-off corner of Bohemia or even the Yakima Valley--all this may be cheap at the $ 1 . ,CONTAINER
496,container,95, When the interaction was present&#44there was no effect of scale at high food abundance&#44but when food abundance was low &#44,container,size affected male and female development time and mass of males ( Figs . ,CONTAINER
497,pot,95, It is evident not only in the splendor of the frescoes and monumental fountains but also in the dazzling design of a scarlet Lamborghini&#44a coffee,potl,&#44 or a fountain pen . ,CONTAINER
498,bag,96, Lit . ( Euph . )&#44Lit . hygienic rubber,bag,: condom ,CONTAINER
499,bottle,96, N- methyl pyrrolidone is received in drums and decanted into solvent safety cans&#44squirt,bottles,and paper cups . ,CONTAINER
500,container,96, Finally&#44we hypothesized that effects of leaf litter quantity could interact with effects of,container,size&#44as increased leaf litter may compensate for lower wall area per unit volume&#44since microbes grow&#44and mosquitoes browse&#44on leaf litter [ 22 ] . High food abundance appears to decrease stress and compensate for detrimental abiotic factors [ 11 27 29 ] . Our experimental design allowed us to test for both vertical and horizontal surface area effects&#44which may be both natural effects of changing habitat size or artifacts of experimental microcosm design [ 3 ] . ,CONTAINER
-10,basket,0,"Sarah kept out of sight, then followed at a careful distance, swinging a ",basket,",",CONTAINER
-9,cup,0,He spilled his,cup,of coffee.,CONTENT
-8,box,0,We had to carry the ,box,once it was full.,DOT
-7,box,0,The,box, was remarkably large.,CONTAINER
0.6,can,0,John ate the whole,can,.,CONTENT
