globalindex,lemma,lemmaindex,lleftcontext,lheadword,lrightcontext,gs_expert
343,Boston,45, 20 Ci / ml of [ 3 H ] proline ( NEN &#44,Boston,&#44 MA&#44USA ) was added during the last 24 h of incubation with CPT . ,LOC
344,California,45, He corresponded by email with a woman in,California,&#44 but Atta told him to discontinue this effort . ,LOC
345,Canada,45, USA Today puts it deep inside&#44leading instead with the U . S . government 's search for one to three accomplices of an alleged Algerian terrorist caught on Friday trying to cross into the U . S . from,Canada,with a bomb-kit in his car . ,LOC
346,Africa,46, ,Africa,'s most populous nation has everything it needs : arable land&#44quality universities&#44and oil . ,DOT
347,America,46, Henry Wadsworth Longfellow&#44one of,America,s best-loved poets lived here for 45 years while he served as a professor of modern languages at Harvard . ,DOT
348,Boston,46, The first Anglican place of worship in,Boston,&#44 it stands on land taken by Governor Andros from the burial ground next door : The Puritans refused to sell any land that would be used to benefit a denomination that had persecuted them . ,DOT
349,California,46, Attorney 's Office in the Central District of,California,lower its threshold policy so as to discourage marijuana entrepreneurs posing as medical suppliers ? ,DOT
350,Germany,46, Le Monde said the German celebrations were conducted &#34 with a certain modesty&#44as if to allay the fears that a united,Germany,&#44 not always wrongly&#44has traditionally provoked in its neighbors . &#34 ,DOT
351,Afghanistan,46, Despite substantial evidence to the contrary and his own assertion that Bin Ladin arrived in,Afghanistan,with no money&#44KSM has told his interrogators that he believes the bulk of the money ( 85 - 95 percent ) for the planes operation came from Bin Ladin 's personal fortune . ,LOC
352,China,46, He often attended scientific conferences in,China,&#44 and hosted Chinese counterparts on visits to Los Alamos . ,LOC
353,England,46, and i i 've been down to the south of,England,where supposedly King Arthur 's castle was ,LOC
354,Europe,46, In Italy&#44La Repubblica said that Schrder will automatically assume the leadership of the social democratic governments in,Europe,( which include those of France&#44Britain&#44and Italy ) because of Germany 's &#34 dominant weight . &#34 ,LOC
355,Canada,46, A report&#44co-authored by Richard G . Harris and Queen 's University 's Thomas J . Courchene&#44argues that such a partnership would be economically advantageous for,Canada,0,ORG
356,America,47, He also astutely recognized it as a midcentury symptom of a &#34 fascinating and somewhat mysterious phenomenon&#44this one of the parents of,America,being this nervous about doing right by their children . &#34 ,DOT
357,Afghanistan,47, On Omar 's opposition&#44see&#44e . g .&#44Intelligence report&#44interrogation of detainee&#44May 30&#442002&#44in which the detainee says that when Bin Ladin returned after the general alert during July&#44he spoke to his confidants about Omar 's unwillingness to allow an attack against the United States to originate from,Afghanistan,0,LOC
358,Africa,47, Black slaves from,Africa,also arrived in the earliest years of the colony . ,LOC
359,China,47, The textile and apparel industries have often been intertwined in public policy discussions about international trade&#44the Uruguay round of trade negotiations&#44the role of World Trade Organization&#44NAFTA and its labor side-accords&#44the renewal of fast-track negotiating authority&#44imports from,China,and human rights standards&#44and so on . ,LOC
360,Europe,47, In,Europe,&#44 the holiday mood was beginning to take control of the press&#44though it was generally devoid of any spirit of peace or goodwill . ,LOC
361,England,47, Until the end of the 18 th century &#44,England,had projected little interest in Malaya&#44though the EIC had made an abortive attempt in 1773 to use North Borneo as a base for its China trade . ,ORG
362,Germany,47, The WP and NYT tuck the story inside&#44but everyone mentions party leader Jeorg Haider 's infamous statements praising the employment policies of Nazi,Germany,0,ORG
363,Boston,48, Washington&#44like New York and,Boston,&#44 has &#34 zero elasticity . &#34 ,DOT
364,Europe,48, To that,Europe,&#44 Gallant brought a new bemused realism and an acquaintance with such petty facts as train schedules and plumbing . ,DOT
365,London,48, At the start of the new millennium&#44Edinburgh is once again wielding true political power on behalf of its fellow countrymen : The Scotland Act&#44passed in November 1998&#44transferred control of domestic policy from,London,back to the Scots for the first time since 1707 . ,DOT
366,China,48, One of the pleasures of Shanghai is to stroll Nanjing Road&#44long the most famous shopping avenue in,China,&#44 to see what s new and what s old . ,LOC
367,Canada,48, Last year &#44,Canada,ran a $ 21 billion trade surplus with the United States . ,ORG
368,England,48, An essay urges,England,to withdraw its soccer team from the World Cup if it is unable to squelch the violence of hooligan fans . ,ORG
369,Germany,48, A more expensive dollar has allowed,Germany,and Japan to undercut American producers&#44but it also makes it harder for them to attract capital investment . ,ORG
370,Afghanistan,49, KSM and Binalshibh have confirmed that several of the 9 / 11 hijackers ( at least eight&#44according to Binalshibh ) transited Iran on their way to or from,Afghanistan,&#44 taking advantage of the Iranian practice of not stamping Saudi passports . ,LOC
371,Canada,49, You can easily get the impression that this town is only nominally in,Canada,0,LOC
372,Europe,49, After World War II&#44its use in,Europe,was dramatically scaled back&#44probably because of the increased awareness of humanitarian concerns prompted by the Holocaust . ,LOC
373,London,49, Work on the cathedral&#44the largest Gothic church in the world and the third largest of its kind - only St . Peter s in Rome and St . Paul s in,London,are bigger - began in 1401 after the great mosque was razed . ,LOC
374,China,49, Another seafarer&#44the American John Kendrick&#44launched the sandalwood trade in 1791&#44when,China,had run out of its own supply . ,ORG
375,Germany,49, ,Germany,and Britain want to replace Santer as soon as possible&#44while seven other countries would prefer him to remain as a &#34 caretaker &#34 until Dec . 31&#441999 - - the end of his term . ,ORG
376,Afghanistan,50, President Bush recalled that he quickly realized that the administration would have to invade,Afghanistan,with ground troops . ,DOT
377,Canada,50, ,Canada,s distinctness is better appreciated by a closer look at some of its earliest peoples . ,DOT
378,Africa,50, Although the budget of 3400 million spread over five years is tiny considering the combined burden of HIV / AIDS&#44tuberculosis&#44and malaria&#44it is important to remember that it is the biggest single European project for clinical trials in,Africa,0,LOC
379,California,50, This region has made significant progress in developing a comprehensive&#44integrated delivery system to provide high-quality services to clients throughout northern,California,0,LOC
380,Europe,50, The need for an additional personal name ( in,Europe,rather than generally&#44and not before the tenth century ) arose more because of the spread of a particular kind of naming philosophy than an increase in population or a refinement in civilization . ,LOC
381,Germany,50, An exhibition of von Hagens ' work has toured Japan and,Germany,&#44 and protesters have called it an affront to human dignity--which the German Constitution requires citizens to preserve . ,LOC
382,London,50, And having recently been in Paris and,London,&#44 we appreciate the Times all the more for its detailed news coverage&#44as against all the nattering about Tony and Gordon and Alistair Campbell that fills to overflowing the quality London papers . ,LOC
383,China,50, The NYT is alone in emphasizing that the case could complicate the current effort by the governments of China and the U . S . to complete a trade agreement that would bring,China,into the World Trade Organization . ,ORG
384,California,51, ( And even if the only people who vote for Beatty are women who slept with him&#44he could make a strong showing in the,California,primary . ) ,DOT
385,Canada,51, So you can take your pick as to which Mundell you prefer ; but the Nobel committee basically honored Mundell the younger&#44the economist who was iconoclastic enough to imagine that,Canada,&#44 of all places&#44was the economy of the future--and was right . ,DOT
386,Africa,51, In most of southern,Africa,&#44 up to 80 % of the population depends on small-scale agriculture for food and livelihood . ,LOC
387,China,51, Urumqi is the capital of the Xinjiang Uighur Autonomous Region&#44which covers one-sixth of the total area of,China,0,LOC
388,England,51, In the West of,England,&#44 babies were called doxies . ,LOC
389,Europe,51, Hypothesized migrations out of northern Asia purportedly occurred along three lines : 1 ) westward into Europe&#44with gradual migration into North America&#44western Asia&#44Asia Minor&#44the Mediterranean&#44and Africa ; 2 ) eastward into Siberia into western North America&#44and into eastern,Europe,; and 3 ) further south into Asia primarily during the Quaternary . ,LOC
390,London,51, Many papers around the world led Wednesday with the thousands dead in the Taiwan earthquake&#44and in,London,the Financial Times began to examine the quake 's possible economic effects . ,LOC
391,Afghanistan,51, The Jordanian cell was a loose affiliate ; we now know that it sought approval and training from,Afghanistan,&#44 and at least one key member swore loyalty to Bin Ladin . ,ORG
392,Germany,51, Buchanan further argues that after,Germany,'s loss in the Battle of Britain in 1940&#44the United States was safe&#44and thus Roosevelt&#44who inveigled the country into war&#44is at fault for the 400&#44000 American lives lost . ,ORG
393,Afghanistan,52, If there was an event that really precipitated the unraveling&#44it was not anything Reagan did&#44but the disastrous invasion of,Afghanistan,and its aftermath . ,DOT
394,Canada,52, ' However&#44that does not explain why the change seems confined to,Canada,0,DOT
395,Boston,52, While a few organizations have what are perceived as &#34 best-of-breed &#34 information systems ( LDS Hospital and Intermountain Health Care in Salt Lake City&#44Wishard Memorial Hospital and its affiliated clinics in Indianapolis&#44and Brigham and Women 's Hospital and Partners HealthCare System in,Boston,&#44 MA )&#44[ 7 8 9 ] the reliability of these systems is nothing like that offered by the systems of companies outside of healthcare&#44for example Federal Express [ 10 ] . These organizations all have had good financial performance&#44which has given them an edge in their local markets&#44though their goal has not been to spread . ,LOC
396,England,52, The authors estimate that around 163&#44000 new cases of dementia occur in,England,and Wales each year . ,LOC
397,Europe,52, Should I go to,Europe,? ,LOC
398,London,52, Though born in America&#44Theroux is a passionate dissector of the British character&#44having spent 20 years living in,London,0,LOC
399,China,52, Although,China,s Basic Law promised that Hong Kong s existing laws and civil liberties would be upheld&#44refugees began flowing the other way . ,ORG
400,Afghanistan,53, During his entire time in Sudan&#44he had maintained guesthouses and training camps in Pakistan and,Afghanistan,0,LOC
401,California,53, Time magazine headlined a story&#44&#34 Teen-agers on the Rampage&#44&#34 which detailed a weeklong outbreak of violence in high schools from Maine to,California,0,LOC
402,Canada,53, For all visitors to western,Canada,&#44 whether they be sturdy hikers&#44skiers&#44and mountaineers&#44or more easygoing loafers seeking to rest their tired bones in a hot springs spa or bask beside a cool&#44sparkling lake&#44the sprawling national parks of the Rocky Mountains are an undisputed imperative . ,LOC
403,China,53, Then onward to,China,&#44 the next pause on the tour&#44and the Great Wall&#44which invites the backboard . ,LOC
404,Europe,53, The story was given wide coverage throughout,Europe,&#44 with Corriere della Sera of Milan reporting on its front page that European Union authorities were planning the destruction of chickens and eggs from 416 Belgian farms and possibly also from some farms in France&#44Holland&#44and Germany that used contaminated Belgian poultry feed pellets . ,LOC
405,Germany,53, Reports that Atta was in the Prague airport on May 30 - 31&#442000&#44and that he was turned back because he lacked a visa appear to be a case of mistaken identity : a Pakistani traveler with a name similar to Atta 's attempted to enter the Czech Republic from Saudi Arabia via,Germany,but was forced to return to Germany because he lacked a valid Czech visa . ,LOC
406,London,53, While on the subject of British radio&#44about a year ago&#44the radio station Jazz FM was establishd in,London,&#44 purportedly to play Jazz morning&#44noon&#44and night . ,LOC
407,Boston,54, Call United Airlines- Tell them it 's Flight 175 &#44,Boston,to LA . &#34 ,LOC
408,California,54, Bryson&#44John M .&#44Strategic Planning for Public and Nonprofit Organizations : A Guide to Strengthening and Sustaining Organizational Achievement ( Jossey- Bass Publishers&#44San Francisco &#44,California,&#44 1991 ) . ,LOC
409,Canada,54, Outside : His sack on his shoulder&#44Santa tiptoes into,Canada,past dozing Mountie at border station . ,LOC
410,Europe,54, Versailles was truly the shining star of,Europe,by its architectural splendor&#44and most of all by the sheer hypnotic power of Louis XIV s cult of self-glorification . ,LOC
411,Germany,54, The eyes of CBA / CaJ and BALB / cJ mice were also fixed and processed for plastic embedding ( Historesin&#44Leica&#44Heidelberg &#44,Germany,)&#44and sectioned as previously reported [ 14 79 ] . Saggital sections including the pupil and optic nerve were collected and analyzed as they contain most ocular structures . ,LOC
412,London,54, The strengths that the FBI brought to counterterrorism were nowhere more brilliantly on display than in the case of Pan American Flight 103&#44bound from,London,to New York&#44which blew up over Lockerbie&#44Scotland&#44in December 1988&#44killing 270 people . ,LOC
413,London,55, Many newspapers&#44however&#44highlighted a warning by Bill Gates of Microsoft that there may be computer glitches further down the line&#44and the Times of,London,led its front page Monday with the news that the bug had &#34 affected a computer at the main uranium storage site for the US nuclear arsenal . ,DOT
414,Afghanistan,55, In February 1999&#44Allen proposed flying a U- 2 mission over,Afghanistan,to build a baseline of intelligence outside the areas where the tribals had coverage . ,LOC
415,Africa,55, Military officers in Sierra Leone ( primer--it 's in west,Africa,) ousted the country 's first democratically elected president in a coup . ,LOC
416,America,55, But few Internet service providers serve rural,America,&#44 because the current number of consumers is too small for them to make money . ,LOC
417,Europe,55, The Guardian 's front page reported that British teen-agers have the worst record for sexual disease&#44pregnancy&#44and abortions in,Europe,0,LOC
418,Germany,55, 01 M - 1 mM final concentration ) or vehicle ( LPS-free water ) and 10 l of the tetrazolium salt WST-obtained from Roche Diagnostics Gmbh ( Mannheim &#44,Germany,) . ,LOC
419,China,55, ,China,&#44 like most of East Asia&#44seeks high-tech weaponry . ,ORG
420,Africa,56, In the,Africa,bombings manhunt&#44both magazines zero in on Osama Bin Laden&#44the technosavvy&#44multimillionaire Saudi exile living in Afghanistan . ,DOT
421,America,56, right yeah i agree i agree with you i do n't think we should either even though i know there are benefits to the metric system i do n't think the benefits of the metric system outweigh the the disadvantages that would happen to the people of,America, ,DOT
422,Afghanistan,56, In May 1999&#44CIA assets in,Afghanistan,reported on Bin Ladin 's location in and around Kandahar over the course of five days and nights . ,LOC
423,Europe,56, The explosion of the sex trade in eastern,Europe,has driven down prices for prostitution and pornography worldwide . ,LOC
424,Germany,56, This incongruity is particularly striking since in England especially ( but also in France and,Germany,)&#44the Gothic style was considered a homegrown product-as opposed to Mediterranean Classicism . ,LOC
425,London,56, ,London,'s other liberal broad sheet&#44the Independent&#44said that &#34 by overreaching himself&#44Mr . Starr has thrown him [ the President ] a lifeline . ,LOC
426,China,56, The United States berates,China,for human rights abuses and illicit transfer of defense technology ; Chinese officials see U . S . policy as inconsistent and hypocritical-- President Clinton has sent mixed messages about Taiwan and most favored nation status . ,ORG
427,Afghanistan,57, 349 ; Henry&#44&#34 The CIA in,Afghanistan,&#44 2001 - 2002&#44&#34 Studies in Intelligence ( classified version )&#44vol . ,LOC
428,Canada,57, This is just one of the town s many modern skyscrapers clustered around the commercial hub of Portage and Main&#44which has the reputation of being the windiest spot in,Canada,0,LOC
429,Europe,57, Southwest of the Campo&#44the Duomo&#44built from the 12 th to the 14 th centuries&#44is for many the greatest of Italy s&#44possibly all of,Europe,s&#44Gothic cathedrals . ,LOC
430,Germany,57, Shehhi first entered,Germany,in April 1996 . ,LOC
431,London,57, Asked about Gingrich 's $ 12&#44000 hotel bill at,London,'s posh Claridge 's&#44an aide offers the Post this explanation : &#34 Arco selected the hotel . &#34 ,LOC
432,America,57, ,America,is delinquent on $ 1 . ,ORG
433,America,58, We hope that the terrible losses chronicled in this report can create something positive-an,America,that is safer&#44stronger&#44and wiser . ,DOT
434,California,58, ,California,voters are predicted to approve the amendment in March . ,DOT
435,Germany,58, ,Germany,'s Frankfurter Allgemeine later reported on the summit under the headline &#34 In Rome Kohl Calms Anti- German Waves&#44&#34 but it also quoted at length from an article in Rome 's La Repubblica suggesting that sharp differences between Germany and Italy about the single European currency--the euro--might become &#34 permanent . &#34 ,DOT
436,London,58, According to a report in the Times of,London,&#44 the storm brought down 270 million trees in France&#44ranging from 18 th - century oaks in Paris gardens to entire plantations in the Vosges Mountains . ,DOT
437,Afghanistan,58, Most difficult is to define the security mission in,Afghanistan,0,LOC
438,Africa,58, The WP says Jesse Jackson saw something special about President Clinton getting the news while in,Africa,: &#34 It 's a convergence that could only be planned by God . &#34 ,LOC
439,China,58, Now Hong Kong 's real test as a special administrative region of,China,begins . ,LOC
440,Canada,58, ,Canada,held a parliamentary election . ,ORG
441,Boston,59, MTV and the Comedy Channel routinely run the spots&#44but most network affiliates outside three markets (,Boston,&#44 Seattle&#44and Chico&#44Calif . ) have refused so far to show them . ,DOT
442,California,59, The issue manages to tear itself away from the lives of the rich and famous only once : An article chronicles the miserable lives of,California,'s &#34 ghosts&#44&#34 the Mexican illegals who live in shacks outside San Diego . ,DOT
443,Afghanistan,59, When some council members objected&#44Bin Ladin countered that Mullah Omar lacked authority to prevent al Qaeda from conducting jihad outside,Afghanistan,0,LOC
444,Africa,59, Urbanization is changing the context of human-mosquito interaction and subsequent disease transmission in,Africa,0,LOC
445,England,59, She hears the sum offered for the factory and refuses to allow Bunt 's concern about the future of the business or his burgeoning romance with Mei-ping to stand in the way of her plan to return to,England,and live in comfortable solitude with him . ,LOC
446,Europe,59, The 16 th-century church is a rare ecclesiastical building by Andrea Palladio&#44the master Renaissance architect from nearby Vicenza whose classic designs have so dominated aristocratic residential architecture throughout,Europe,and North America . ,LOC
447,Germany,59, In a sprightly New York Times essay last year about collecting&#44Michael Kimmelman noted that in,Germany,during the 16 th century there proliferated Kunst- und Wunderkammern&#44&#34 art and wonder cabinets &#34 containing curiosities of all kinds : ,LOC
448,America,59, They do n't believe communism 's defeat ended,America,'s global obligations : The United States should still strike boldly against authoritarian oppressors . ,ORG
449,Canada,59, In,Canada,&#44 the continued dec  in the value of the &#34 loonie &#34 ( Canadian dollar )&#44which last Thursday experienced its largest one-day plunge since the October 1995 referendum on Quebec separation&#44is at the forefront of domestic concerns . ,ORG
450,Afghanistan,60, The Post also mentions the army 's distaste for Sharif 's attempts to cut ties to,Afghanistan,'s Taliban militia . ,DOT
451,California,60, Held on a single day in the basement auditorium of the Berkeley Art Museum at the University of,California,at Berkeley&#44it brought together a typically motley collection of intellectuals who would willingly give over a sunny Saturday to an opportunity to learn from a panel of distinguished speakers . ,DOT
452,China,60, Group is &#34 a huge Thai conglomerate with interests in,China,and elsewhere in Asia &#34 ( the Times ) and is &#34 among the largest foreign investors in China &#34 ( the Post ) . But of course&#44Nike&#44Boeing&#44General Motors&#44Microsoft&#44IBM&#44and so on are also huge companies with interests in China and elsewhere in Asia . ,LOC
453,England,60, I never had any reason to suspect that the original was other then Darkies until I recently acquired a CD of songs from American musical shows which were recorded in,England,as performed there . ,LOC
454,Europe,60, Its president&#44Kai Simons&#44also the Director of the Max Planck Institute for Cell Biology and Genetics in Dresden&#44Germany&#44says research funding in,Europe,is just not working . ,LOC
455,London,60, While several of the main British newspapers led Monday with the possibility of a,London,meeting&#44none of them took it as a done deal . ,LOC
456,America,60, Were it not for the monopolistic traits of both Intel and Microsoft&#44I believe that the Japanese would have had a choke hold on this industry and destroyed the comeback that,America,has enjoyed in the last 10 years . ,ORG
457,Canada,60, Israel botched an assassination attempt on a Hamas leader . According to various reports&#44Israel 1 ) infuriated Jordan by infiltrating that country and staging the attack there ; 2 ) infuriated,Canada,and other countries by forging Canadian passports for the Israeli agents ; 3 ) bungled the attack&#44leading to the agents ' arrest ; 4 ) was forced to release the founder of Hamas ( who was serving a life sentence ) and other Hamas prisoners from Israeli jails and to supply an antidote for the lethal nerve toxin used in the attack&#44in order to assuage Jordan 's anger ; and 5 ) aroused such fury at Israel and sympathy for Hamas that Yasser Arafat reportedly will have to release the Hamas prisoners he has rounded up and reopen Hamas institutions . ,ORG
458,Germany,60, Ocalan was arrested in Italy at,Germany,'s request&#44but Bonn has now dropped its request for his extradition and has jointly proposed with Italy that he be tried for terrorist crimes by a currently nonexistent international tribunal . ,ORG
459,Afghanistan,61, State Department memo&#44&#34 Gameplan for Polmil Strategy for Pakistan and,Afghanistan,&#44 &#34 Sept . 14&#442001 ( tasked by President Bush ) . ,DOT
460,Europe,61, Liberals have been like the pre- Civil War Whigs&#44at least as rendered by Louis Hartz in his classic Liberal Tradition in America . The Whigs kept seeing the proles through the lens of,Europe,'s old feudal societies&#44imagining that America 's lower orders wanted to seize property rather than acquire it . ,DOT
461,Germany,61, The Weimar Constitution in,Germany,found this to be a perfectly natural way of formulating the commitment to equality : All Germans are equal before the Law . ,DOT
462,Boston,61, For the past five years she has worked for Greater Boston Legal Services&#44based in,Boston,0,LOC
463,California,61, The nomination will be ratified at the August 2000 convention in,California,0,LOC
464,America,61, Claiming that,America,had declared war against God and his messenger&#44they called for the murder of any American&#44anywhere on earth&#44as the &#34 individual duty for every Muslim who can do it in any country in which it is possible to do it . &#34 ,ORG
465,Canada,61, Given the sources for this estimate&#44it could be argued that it does not accurately reflect the cost of diabetes for,Canada,0,ORG
466,China,61, 2 ),China,'s offer to exile him was old news . ,ORG
467,England,61, In 1703 &#44,England,struck a deal&#44the Methuen Treaty&#44which got Portugal to ally itself with England and Holland against the Catholic powers . ,ORG
468,Afghanistan,62, But the President 's senior advisers saw the al Qaeda problem as part of a puzzle that could not be assembled without filling in the pieces for,Afghanistan,and Pakistan . ,DOT
469,China,62, &#34 Such practices are totally forbidden in,China,0,DOT
470,Boston,62, On July 30&#44Shehri traveled alone from Fort Lauderdale to,Boston,0,LOC
471,Canada,62, I never like to leave,Canada,&#44 because I 'm disappointed every time . ,LOC
472,Europe,62, Unlike the great capital cities of,Europe,&#44 there is no prevailing style of architecture here&#44no monumental core for a new building to harmonize or clash with . ,LOC
473,London,62, La Repubblica of Rome published an interview Sunday with Sheik Omar Bakri&#44described as Osama Bin Laden 's spokesman in,London,0,LOC
474,Germany,62, A heroic uprising in 1943&#44led by poorly armed Jews in the Warsaw ghetto&#44lasted a month until Nazi reinforcements annihilated it and reported back to,Germany,that Warsaw s Jewish quarter has ceased to exist . ,ORG
475,Canada,63, [ 6 ] Presumably&#44the rates for New York State and,Canada,would be higher if only men were included . ,DOT
476,Afghanistan,63, After leaving,Afghanistan,&#44 the four began researching flight schools and aviation training . ,LOC
477,America,63, The LAT and NYT describe Gates as the richest man in,America,0,LOC
478,California,63, In the United States&#44at the National Institutes of Health in Bethesda&#44Maryland&#44the unaltered enzyme was infused directly into the venous circulation [ 2 ] ; at City of Hope in Duarte &#44,California,&#44 it was entrapped in red cell membranes coated with antibody in an effort to direct it to macrophages [ 3 ] . ,LOC
479,China,63, Brave Frank and Charles went to sea&#44writing to Jane from the West Indies and,China,and other places that the quaint fantasy author has been assumed to know nothing about . ,LOC
480,Europe,63, It is also lurking in,Europe,&#44 although apparently with less devastating consequences . ,LOC
481,London,63, He ran through several careers during his 20 s--art dealer in the Hague&#44schoolteacher in,London,&#44 missionary to coal miners in southern Belgium--before settling on the least secure one of painter . ,LOC
482,England,63, Hawthorne gives Winslow an air of gorgeously ineffable sadness ; he seems to carry on his ever shakier shoulders the knowledge that this gray way of life&#44this,England,&#44 is doomed . ,ORG
483,Germany,64, To warn Jews to watch out for early warning signs of rising anti- Semitism in America--signs that were ignored in,Germany,0,DOT
484,Afghanistan,64, In the Africa bombings manhunt&#44both magazines zero in on Osama Bin Laden&#44the technosavvy&#44multimillionaire Saudi exile living in,Afghanistan,0,LOC
485,America,64, The exception that I have noted is in the naming of 0800 ( free ) numbers&#44where the practice in Britain follows that in,America,: oh&#44eight hundred . ,LOC
486,California,64, RNA was isolated using RNeasy Mini Kit ( Qiagen&#44Valencia &#44,California,&#44 United States )&#44then subjected to DNase digestion followed by reverse transcription ( Invitrogen ) . ,LOC
487,China,64, While crowded and commercialized&#44Shaolin is still one of,China,s most interesting historical and religious monuments&#44dating back to the end of the fifth century a . d . ,LOC
488,London,64, Anyone laboring under the delusion that English is not an acquisitive language should be disabused by the following caption from an article about delicatessens that appeared in the Magazine Section of The Sunday Times [,London,]&#447 January 1989 : [ Foreignisms are so set in the original . ,LOC
489,China,65, The show has a sprawling title&#44&#34,China,: 5&#44000 Years-- Innovation and Transformation in the Arts&#44&#34 and the temptation must have been great to fill every corner of New York with Chinese things&#44as the museum did with its Robert Rauschenberg show last year . ,DOT
490,Europe,65, &#34 Whether the United States will have a taste for the long haul in the Balkans&#44or will withdraw from,Europe,to protect its clearer national interests&#44hangs in the balance . &#34 ,DOT
491,Germany,65, ( This is exactly what happened to Europe in the early 1990 s&#44when western,Germany,boomed while the rest of Europe slid into double-digit unemployment . ) ,DOT
492,Afghanistan,65, Aware that his co-conspirators in,Afghanistan,and Pakistan would be sending him a new colleague shortly&#44he bided his time and worked for a few weeks at a gas station in La Mesa where some of his friends&#44including Abdullah&#44were employed . ,LOC
493,Boston,65, An AP story running in both the Post and the NYT reports that last week a,Boston,man who suffered a heart attack became the first person on a domestic flight to have his life saved by a defibrillator&#44a device only recently available on U . S . airliners . ,LOC
494,California,65, Sections ( 5 m ) mounted on Super Frost / plus glass ( Menzel and Claser&#44both in Braunschweig&#44Germany )&#44were processed by a labelled streptavidin-biotin method with a Histostain Plus kit ( Zymed&#44San Francisco &#44,California,&#44 USA ) . ,LOC
495,London,65, The first pair to arrive were Waleed al Shehri ( Flight 11 ) and Satam al Suqami ( Flight 11 )&#44who flew from the UAE to,London,and arrived in Orlando on April 23&#442001&#44where Atta most likely met them . ,LOC
496,America,65, &#34 As was illustrated by Watergate&#44the republic can certainly survive such traumas&#44&#34 the Telegraph said&#44&#34 but at a tremendous cost&#44especially to,America,'s foreign relations . ,ORG
497,England,66, It was James VI of Scotland who became James I of,England,in 1603 . ,DOT
498,Europe,66, Paris ' citizens ( encouraged by a hefty fine for messy dogs ) are also getting their scoops out--a rare example&#44says the article&#44of civic activism in,Europe,0,DOT
499,Afghanistan,66, Among sympathetic peers in,Afghanistan,were a few of the warlords still fighting for power and Abu Zubaydah&#44who helped operate a popular terrorist training camp near the border with Pakistan . ,LOC
-10,Spain,2,The weather in ,Spain ,is generally very hot in the summer.,LOC
-9,Japan,2,,Japan,takes a conservative turn to its tax policies.,ORG
-8,Australia,2,We are several time zones away from,Australia,.,LOC
-7,Italy,2,The reform that,Italy,suggest is unacceptable.,ORG
-6,Mexico,2,This kind landscape is typical from,Mexico,and other dry areas.,LOC
